Name,Nickname,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_cm,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL
Payton Talbott,,11,1,0,177.8,135.0,177.8,Switch,"Sep 09, 1998",6.62,0.56,3.41,0.46,0.78,0.44,0.77,0.2,http://www.ufcstats.com/fighter-details/6e743a33d56bdaa4
Daniel Teymur,Kid Dynamite,7,4,0,165.1,145.0,175.3,Orthodox,"Feb 03, 1988",3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3,http://www.ufcstats.com/fighter-details/fbf0537e420e698e
Motonobu Tezuka,,28,12,7,170.2,135.0,,Southpaw,"Aug 29, 1987",0.87,0.23,2.8,0.51,1.5,0.11,0.0,0.5,http://www.ufcstats.com/fighter-details/d34636a85f0f4c90
Gary Tapusoa,,8,3,0,170.2,185.0,,,"Sep 02, 1979",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/37ac9e0f4fc86171
Antonio Trocoli,Malvado,12,6,0,195.6,185.0,203.2,Orthodox,"Dec 06, 1990",1.37,0.5,5.55,0.24,0.79,0.1,0.33,0.8,http://www.ufcstats.com/fighter-details/6d48a2df51749d91
Albert Tadevosyan,Albeezy,13,3,1,,170.0,,,"Apr 12, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/6751b11102b6adfe
Josh Thomson,The Punk,22,9,0,177.8,155.0,180.3,Orthodox,"Sep 21, 1978",2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3,http://www.ufcstats.com/fighter-details/a566371ba2ad7152
Evan Tanner,,32,8,0,182.9,185.0,188.0,Orthodox,"Feb 11, 1971",3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3,http://www.ufcstats.com/fighter-details/8f2d9ee27f206f1f
Albert Tumenov,Einstein,18,4,0,180.3,170.0,185.4,Orthodox,"Dec 26, 1991",3.76,0.42,3.34,0.58,0.2,0.2,0.75,0.0,http://www.ufcstats.com/fighter-details/ff6a1f63c254127e
Austin Tweedy,,8,2,0,175.3,155.0,,Orthodox,"Sep 25, 1990",4.29,0.66,6.43,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/885adaff8fe15cf7
Louis Taylor,Handgunz,13,4,0,180.3,185.0,,Orthodox,"May 12, 1979",2.06,0.32,1.24,0.68,2.48,0.28,1.0,0.0,http://www.ufcstats.com/fighter-details/49bddfee9ed54cf3
Mairbek Taisumov,Beckan,27,6,0,175.3,155.0,185.4,Orthodox,"Aug 08, 1988",2.98,0.39,3.03,0.64,1.34,0.63,0.88,0.0,http://www.ufcstats.com/fighter-details/8f5c8850b2484173
Kazuki Tokudome,,18,7,1,180.3,155.0,185.4,Southpaw,"Mar 04, 1987",2.26,0.41,3.63,0.53,2.0,0.38,0.78,0.0,http://www.ufcstats.com/fighter-details/c4af2feb4b58bc3b
Tyler Toner,,15,7,0,172.7,145.0,177.8,Orthodox,"Mar 31, 1983",2.95,0.52,2.13,0.62,0.0,0.0,0.54,0.4,http://www.ufcstats.com/fighter-details/8e893f269d5696b2
Rio Tirto,,8,1,0,162.6,125.0,167.6,Switch,"Feb 09, 2000",0.0,0.0,2.11,0.69,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c830bc2eb134b646
Marcin Tybura,Tybur,27,10,0,190.5,246.0,198.1,Orthodox,"Nov 09, 1985",3.59,0.48,3.33,0.55,1.38,0.33,0.75,0.1,http://www.ufcstats.com/fighter-details/c9cf753cfdf77fc2
Deividas Taurosevicius,,17,5,0,175.3,145.0,172.7,Southpaw,"Aug 28, 1977",2.13,0.43,1.82,0.59,2.0,0.28,0.5,0.3,http://www.ufcstats.com/fighter-details/ef927e4fe2117ab8
Joel Thomas,The NIce Guy,5,2,0,177.8,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2b33e57c4d0a4502
Denis Tiuliulin,,10,10,0,185.4,185.0,195.6,Orthodox,"May 17, 1988",3.61,0.41,5.23,0.38,0.96,0.42,0.72,0.0,http://www.ufcstats.com/fighter-details/0112352cb32f5026
Aaron Trujillo,,0,1,0,165.1,125.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/cc18abc046b382c9
Jumabieke Tuerxun,The Wild Wolf,19,4,1,170.2,135.0,,Orthodox,"Apr 17, 1986",1.6,0.28,3.08,0.59,0.47,0.11,0.66,0.9,http://www.ufcstats.com/fighter-details/1ed32eaaba9ffe10
Alex Torres,Rolo,5,4,0,177.8,145.0,,Orthodox,"May 29, 1988",2.47,0.37,2.73,0.69,2.0,0.22,0.5,0.0,http://www.ufcstats.com/fighter-details/e4e0f310b3cf23a8
Darren Till,The Gorilla,18,5,1,182.9,185.0,188.0,Southpaw,"Dec 24, 1992",2.3,0.46,3.31,0.56,0.55,0.46,0.69,0.0,http://www.ufcstats.com/fighter-details/9ce6d5a03af801b7
Makoto Takimoto,,6,5,0,170.2,205.0,,Southpaw,"Dec 08, 1979",1.37,0.39,1.71,0.55,1.48,0.5,0.25,1.1,http://www.ufcstats.com/fighter-details/a7724f51e32e763e
Chris Tickle,BadBoy,9,9,0,175.3,155.0,,,"Feb 01, 1982",1.07,0.4,1.13,0.43,1.0,0.25,0.2,2.0,http://www.ufcstats.com/fighter-details/1d1b85389a05df69
Ti Haitao,,16,6,0,,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/3848cd6cac73e091
Nobuhiko Takada,,2,6,2,182.9,220.0,,Southpaw,"Apr 12, 1962",0.31,0.24,1.92,0.39,1.15,0.2,0.0,0.0,http://www.ufcstats.com/fighter-details/a25b71fe5e31fa97
Josh Thornburg,,8,8,0,182.9,170.0,,,"May 24, 1984",1.2,0.5,3.13,0.38,2.0,0.66,0.42,2.0,http://www.ufcstats.com/fighter-details/083e15da67d9b0fa
Jeff Terry,,2,3,0,188.0,205.0,,,,1.09,0.5,9.27,0.19,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/60f86c449cd31e23
Nick Thompson,The Goat,38,14,1,185.4,170.0,188.0,Orthodox,"Jun 23, 1981",1.87,0.42,1.8,0.49,1.06,1.0,0.35,2.6,http://www.ufcstats.com/fighter-details/7d3caf0f96f1b33d
Miesha Tate,Cupcake,20,10,0,167.6,135.0,165.1,Orthodox,"Aug 18, 1986",2.62,0.44,3.05,0.51,1.97,0.3,0.56,1.2,http://www.ufcstats.com/fighter-details/b96619b3acd7d9da
Tra Telligman,Trauma,7,5,1,188.0,233.0,,Orthodox,"Feb 07, 1965",1.83,0.35,3.02,0.56,0.87,1.0,0.8,0.0,http://www.ufcstats.com/fighter-details/1dab0d1d81dd06db
Bryan Travers,,15,4,0,,155.0,,,"Apr 11, 1983",2.33,0.48,3.93,0.55,2.0,0.28,0.63,0.0,http://www.ufcstats.com/fighter-details/008cf84faae9c7a5
Gleison Tibau,,33,14,0,177.8,155.0,180.3,Southpaw,"Oct 07, 1983",1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,http://www.ufcstats.com/fighter-details/75e5fec9f72910ef
Eli Tamez,Tomahawk,10,0,0,170.2,135.0,,,"Aug 22, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/bfd4d50591033a1f
Isaac Thomson,,9,3,0,177.8,145.0,175.3,,"May 03, 2002",1.4,0.44,2.2,0.42,4.0,0.8,0.33,0.0,http://www.ufcstats.com/fighter-details/5d8006587d6a6711
Slim Trabelsi,,5,0,0,190.5,235.0,,,"May 09, 1993",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ff2ec83f44000f78
Treston Thomison,,10,6,0,172.7,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ed5f04f833459877
Minoru Toyonaga,,2,5,0,180.3,195.0,,Southpaw,"Jun 12, 1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/04076783ca83d6ae
Masanori Tonooka,,1,2,0,172.7,185.0,,Orthodox,"May 25, 1973",0.16,0.05,1.09,0.36,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9de7c97e1c0d7927
Stephen Thompson,Wonderboy,17,9,1,182.9,170.0,190.5,Orthodox,"Feb 11, 1983",4.05,0.46,3.0,0.54,0.23,0.35,0.63,0.0,http://www.ufcstats.com/fighter-details/4a28cb716c19157a
Anatoly Tokov,,25,2,0,177.8,185.0,,,"Feb 17, 1990",3.51,0.72,0.54,0.66,2.03,1.0,1.0,0.0,http://www.ufcstats.com/fighter-details/679ae8c4fd022c6b
Elias Theodorou,The Spartan,16,3,0,185.4,185.0,190.5,Orthodox,"May 31, 1988",4.19,0.42,2.39,0.53,1.27,0.28,0.59,0.0,http://www.ufcstats.com/fighter-details/34f88592c0ab7a54
Jason Tan,,5,3,0,177.8,170.0,,Orthodox,"Dec 17, 1981",0.69,0.29,7.37,0.18,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ad3041e61896b975
James Te Huna,,16,9,0,188.0,185.0,190.5,Orthodox,"Sep 29, 1981",4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2,http://www.ufcstats.com/fighter-details/f5431394fb284bb9
Haven Torres,,0,0,0,,125.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/1ff10dee2f7ae60c
Ilia Topuria,El Matador,17,0,0,170.2,155.0,175.3,Orthodox,"Jan 21, 1997",4.81,0.48,3.83,0.64,1.96,0.61,0.93,1.1,http://www.ufcstats.com/fighter-details/54f64b5e283b0ce7
Paul Taylor,Relentless,11,6,1,182.9,155.0,182.9,Orthodox,"Dec 15, 1979",4.44,0.47,4.47,0.55,0.27,0.25,0.56,0.5,http://www.ufcstats.com/fighter-details/9b74de674c355425
Jeremy Tavares,,1,6,0,,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/681d07e328798ec0
David Teymur,,8,2,0,175.3,155.0,185.4,Southpaw,"May 01, 1989",4.69,0.43,3.53,0.55,0.94,0.33,0.77,0.0,http://www.ufcstats.com/fighter-details/2747c60e42d9d75f
Abel Trujillo,Killa,15,8,0,172.7,155.0,177.8,Orthodox,"Sep 18, 1983",2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4,http://www.ufcstats.com/fighter-details/e14b5aa06eea9653
Khalid Taha,The Warrior,13,5,0,165.1,135.0,175.3,Orthodox,"Feb 15, 1992",2.64,0.32,4.12,0.46,0.0,0.0,0.61,0.2,http://www.ufcstats.com/fighter-details/b4537562f88ac582
Anthony Taylor,Pretty Boy,1,3,0,170.2,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/637a4d8825464c62
Dusko Todorovic,Thunder,13,6,0,185.4,185.0,188.0,Orthodox,"May 19, 1994",4.73,0.57,4.4,0.48,1.77,0.21,0.42,0.3,http://www.ufcstats.com/fighter-details/866fd7b1a6c90e7f
Din Thomas,Dinyero,26,9,0,175.3,155.0,,Orthodox,"Sep 28, 1976",1.85,0.37,2.6,0.59,1.38,0.52,0.76,1.2,http://www.ufcstats.com/fighter-details/40a604761ca7d64d
Thiago Tavares,,21,7,1,170.2,145.0,177.8,Orthodox,"Nov 08, 1984",2.0,0.4,2.31,0.62,3.83,0.42,0.62,1.5,http://www.ufcstats.com/fighter-details/8a59d346dc976a10
Francisco Trevino,Sitkayan,13,3,0,175.3,155.0,177.8,Orthodox,"Dec 17, 1981",2.65,0.42,2.42,0.64,0.97,0.22,0.41,0.0,http://www.ufcstats.com/fighter-details/97a6bbe6e6566a94
Reynaldo Trujillo,The Truth,21,19,0,175.3,155.0,,,"Jan 01, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e6b233a007cb06c4
Manuel Torres,El Loco,17,3,0,177.8,155.0,185.4,Switch,"Mar 25, 1995",7.29,0.59,4.08,0.54,1.72,0.66,0.9,0.9,http://www.ufcstats.com/fighter-details/2e7878927067fdca
Simeon Thoresen,The Grin,17,6,1,185.4,170.0,200.7,Orthodox,"Mar 14, 1984",3.85,0.43,3.85,0.64,1.12,0.4,0.5,1.7,http://www.ufcstats.com/fighter-details/fea8acf9bfcf09ec
Taiyilake Nueraji,Super Saiyan,12,1,0,188.0,170.0,190.5,Southpaw,"Jan 12, 2001",9.82,0.53,5.01,0.58,1.47,0.33,1.0,0.0,http://www.ufcstats.com/fighter-details/7498b3ac79a3b948
Nordine Taleb,,15,7,0,185.4,170.0,188.0,Orthodox,"Jun 10, 1981",3.66,0.51,2.62,0.66,1.94,0.76,0.73,0.0,http://www.ufcstats.com/fighter-details/49858bf46dabf6fb
Teila Tuli,,0,1,0,182.9,430.0,,Orthodox,"Jun 14, 1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/96eff1a628adcc7f
Brett Tillis,,0,0,0,,145.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7b461ccae8270207
Angelo Trevino,Baby Monsta,7,3,0,180.3,170.0,,Switch,"Jun 10, 1993",5.19,0.54,3.9,0.47,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/0cf9f5518d6063bb
Ronys Torres,,35,5,0,170.2,155.0,,Orthodox,"Aug 13, 1975",0.87,0.26,1.93,0.57,4.0,0.47,0.16,0.5,http://www.ufcstats.com/fighter-details/cce79e827569f26e
Nyamjargal Tumendemberel,Art of Knockout,9,1,0,170.2,125.0,180.3,Orthodox,"Mar 22, 1998",3.18,0.39,3.33,0.52,3.1,0.38,0.54,2.6,http://www.ufcstats.com/fighter-details/17cb6d8e8187f304
Tsuyoshi Tamakairiki,,0,3,0,182.9,220.0,,Orthodox,"Jul 16, 1966",0.0,0.0,26.67,0.5,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/eaa0a728cc91ef60
Taneisha Tennant,Triple Threat,5,1,0,170.2,145.0,177.8,Orthodox,"Jun 15, 1989",5.67,0.55,3.4,0.71,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/87911d22a79d3203
Blair Tugman,,10,6,0,182.9,135.0,,,,2.25,0.53,0.93,0.5,7.5,0.6,0.0,0.0,http://www.ufcstats.com/fighter-details/63f8775391301891
Yoshiki Takahashi,Kazuo,30,27,3,180.3,199.0,,Southpaw,"Mar 13, 1969",2.26,0.51,6.47,0.44,0.0,0.0,0.66,2.3,http://www.ufcstats.com/fighter-details/6420efac0578988b
Francisco Trinaldo,Massaranduba,28,9,0,175.3,170.0,177.8,Southpaw,"Aug 24, 1978",3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5,http://www.ufcstats.com/fighter-details/a8283a4f415e1eb9
Ricky Turcios,,13,5,0,175.3,135.0,180.3,Orthodox,"Jun 05, 1993",4.73,0.4,3.72,0.52,0.91,0.2,0.44,0.4,http://www.ufcstats.com/fighter-details/cd3d7e37ff2d679c
Shawn Teed,,5,2,0,195.6,265.0,,Orthodox,"Feb 13, 1992",1.4,0.42,13.31,0.21,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/5bb70ebd65075c5c
Nik Theotikos,,6,2,0,,185.0,,Orthodox,,0.0,0.0,5.48,0.19,0.0,0.0,0.0,4.8,http://www.ufcstats.com/fighter-details/ca936c67687789e9
James Terry,Intensity,19,9,0,177.8,170.0,,Orthodox,"Mar 16, 1981",3.23,0.32,4.77,0.64,3.31,0.36,0.75,0.0,http://www.ufcstats.com/fighter-details/5befa793316d3469
Anton Turkalj,The Pleasure Man,8,4,0,193.0,205.0,198.1,Orthodox,"Jun 10, 1996",2.45,0.42,3.42,0.54,4.98,0.41,0.16,0.0,http://www.ufcstats.com/fighter-details/82529ce93cd9a2cf
Ryan Tobar,,3,3,0,,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/57481f1f10530c61
John Teixeira,Macapa,21,2,2,170.2,145.0,,Orthodox,"Nov 18, 1986",3.36,0.35,3.2,0.63,1.0,0.27,0.71,0.7,http://www.ufcstats.com/fighter-details/86061eaba822bfea
Desmond Torres,,7,2,0,167.6,135.0,175.3,Orthodox,"Jan 06, 1997",4.8,0.64,11.78,0.48,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/971aebf56267de20
Tor Troeng,The Hammer,16,7,1,188.0,185.0,,Orthodox,"Jan 25, 1983",1.16,0.46,3.26,0.32,0.62,0.07,0.66,0.3,http://www.ufcstats.com/fighter-details/8abf70f79e9e27c2
Gavin Tucker,Guv'nor,13,3,0,167.6,145.0,167.6,Southpaw,"Jun 17, 1986",4.29,0.44,4.18,0.57,3.13,0.44,0.53,1.5,http://www.ufcstats.com/fighter-details/da816417a579a0bd
Issei Tamura,,10,8,0,165.1,135.0,160.0,Orthodox,"Mar 12, 1984",1.89,0.53,4.58,0.44,0.92,0.25,0.33,0.0,http://www.ufcstats.com/fighter-details/57bf89d42364d39e
Aleksandre Topuria,El Conquistador,7,1,0,170.2,135.0,172.7,Orthodox,"Jan 28, 1996",2.93,0.55,2.57,0.68,1.5,0.33,1.0,0.0,http://www.ufcstats.com/fighter-details/4a6dff1b260bcf61
Frank Trigg,Twinkle Toes,21,9,0,175.3,170.0,180.3,Southpaw,"May 07, 1972",2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8,http://www.ufcstats.com/fighter-details/d2d37e8eeb3abc8d
Chris Tuchscherer,The Crowbar,21,4,0,188.0,258.0,193.0,Orthodox,"Sep 08, 1975",1.35,0.31,3.17,0.47,1.19,0.18,0.0,0.6,http://www.ufcstats.com/fighter-details/df05aa15b2d66f57
Alexander Trevino,,7,7,0,,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/73abb7a5c57fb443
Ramon Taveras,The Savage,10,4,0,172.7,145.0,177.8,Southpaw,"Jan 09, 1994",4.07,0.43,6.45,0.54,0.0,0.0,0.72,0.0,http://www.ufcstats.com/fighter-details/c5ccd878231c5407
Paulo Thiago,,18,9,0,180.3,170.0,188.0,Orthodox,"Jan 25, 1981",1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2,http://www.ufcstats.com/fighter-details/30a09e43f15f1d75
Herman Terrado,,15,3,1,,170.0,,,"Sep 27, 1989",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/61d6368013f8637f
Kiyoshi Tamura,,32,13,3,180.3,185.0,,Southpaw,"Dec 17, 1969",2.44,0.53,1.44,0.6,0.58,0.6,0.45,0.2,http://www.ufcstats.com/fighter-details/30e8b4505f5ccf92
Tai Tuivasa,Bam Bam,15,9,0,188.0,264.0,190.5,Southpaw,"Mar 16, 1993",3.66,0.48,4.97,0.43,0.0,0.0,0.6,0.0,http://www.ufcstats.com/fighter-details/c62fbc117d57b943
Murtaza Talha,,7,2,0,182.9,205.0,188.0,Orthodox,"Jul 10, 1996",4.29,0.57,7.09,0.31,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/6aab5c20395ee722
Brandon Thatch,Rukus,11,5,0,188.0,170.0,188.0,Switch,"Jul 11, 1985",2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7,http://www.ufcstats.com/fighter-details/638cfec7ec559d6e
Eugenio Tadeu,,2,3,0,172.7,160.0,,Orthodox,"Aug 17, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f70144caea5c4c80
Tatsuro Taira,The Best,18,1,0,170.2,125.0,177.8,Orthodox,"Jan 27, 2000",2.94,0.6,2.44,0.47,3.12,0.46,0.45,1.6,http://www.ufcstats.com/fighter-details/4461d7e47375a895
James Toney,Lights Out,0,1,0,175.3,220.0,,Orthodox,"Aug 24, 1968",0.0,0.0,2.41,0.27,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d10b35152277cf98
Abram Torres,,4,3,0,177.8,170.0,,,"Oct 29, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e175a261a280f7cb
Dave Terrel,The Bionic,7,7,0,172.7,170.0,,Southpaw,"May 10, 1978",2.62,0.43,2.8,0.48,3.28,0.38,1.0,0.0,http://www.ufcstats.com/fighter-details/b9aa0024f295609e
Ewerton Teixeira,,3,1,0,185.4,242.0,,,"Feb 13, 1982",2.0,0.39,3.22,0.35,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/de9e331b3e6bae70
Joe Taimanglo,The Juggernaut,23,7,1,162.6,135.0,,,"Jun 27, 1984",4.18,0.42,4.55,0.59,5.45,0.4,1.0,1.4,http://www.ufcstats.com/fighter-details/9bf126927843e184
Justice Torres,,12,4,0,170.2,145.0,167.6,Southpaw,"Oct 19, 1997",0.79,0.22,8.29,0.53,5.92,0.5,0.0,0.0,http://www.ufcstats.com/fighter-details/01762e1d4ff4dc51
Dequan Townsend,The Tarantula,21,12,0,190.5,205.0,200.7,Orthodox,"May 11, 1986",1.23,0.34,3.92,0.38,0.0,0.0,0.46,0.0,http://www.ufcstats.com/fighter-details/3f7dab21b6c971bc
Arman Tsarukyan,Ahalkalakets,23,3,0,170.2,155.0,182.9,Orthodox,"Oct 11, 1996",3.85,0.5,1.8,0.54,3.26,0.37,0.75,0.1,http://www.ufcstats.com/fighter-details/eae48ff31db420c2
Rafael Tobias,Bipolar,14,1,0,188.0,205.0,188.0,Orthodox,"Mar 20, 2003",3.45,0.3,3.98,0.4,3.98,1.0,0.0,4.0,http://www.ufcstats.com/fighter-details/d6a8edb7410223a0
Tom Tuggle,The Law,0,3,0,188.0,250.0,,Orthodox,,0.0,0.0,2.14,0.0,32.14,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b9aa7d230865b5fe
Akitoshi Tamura,The Ironman,21,18,2,175.3,135.0,177.8,Orthodox,"May 31, 1980",3.73,0.43,1.94,0.78,0.0,0.0,0.2,1.0,http://www.ufcstats.com/fighter-details/c95fbc085e17a532
Damien Trites,The Omen,7,6,0,180.3,165.0,,,"Aug 23, 1979",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/cb1c09c8126dbee0
Marco Tulio,Matuto,14,2,0,182.9,185.0,188.0,Orthodox,"Jun 13, 1994",6.69,0.58,2.58,0.59,1.42,0.26,0.0,0.3,http://www.ufcstats.com/fighter-details/9384e71bca6c409d
Rei Tsuruya,,10,1,0,167.6,125.0,172.7,Orthodox,"Jun 22, 2002",2.24,0.52,2.01,0.42,5.06,0.37,0.5,1.9,http://www.ufcstats.com/fighter-details/2f43a3e82661fa99
Zubaira Tukhugov,Warrior,20,6,1,172.7,155.0,172.7,Orthodox,"Jan 15, 1991",3.17,0.39,3.07,0.63,2.13,0.39,1.0,0.0,http://www.ufcstats.com/fighter-details/aceffa19749c4dc0
Brad Tavares,,21,12,0,185.4,185.0,188.0,Orthodox,"Dec 21, 1987",3.42,0.43,3.36,0.54,0.73,0.26,0.81,0.0,http://www.ufcstats.com/fighter-details/0c6d9ea8306c029e
Kasey Tanner,,6,1,0,170.2,135.0,175.3,Orthodox,"Jan 11, 1992",6.6,0.5,6.67,0.63,2.0,0.33,0.0,0.0,http://www.ufcstats.com/fighter-details/078b732efa497f49
Noah Thomas,,14,7,0,175.3,135.0,,Orthodox,"Mar 27, 1981",0.44,0.13,4.99,0.33,0.0,0.0,0.0,1.3,http://www.ufcstats.com/fighter-details/319c15b8aac5bfde
Hideo Tokoro,,34,29,2,170.2,135.0,,Orthodox,"Aug 22, 1977",1.78,0.37,2.01,0.65,0.87,0.34,0.44,2.3,http://www.ufcstats.com/fighter-details/2d5fbe2103f97053
Cam Teague,Chaos,9,2,0,177.8,145.0,175.3,Orthodox,"Feb 13, 1998",5.7,0.28,18.44,0.32,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b47c9ea5f2895d6e
Tallison Teixeira,Xicao,9,1,0,200.7,258.0,210.8,Orthodox,"Dec 07, 1999",5.02,0.64,3.86,0.42,2.48,0.3,0.0,0.0,http://www.ufcstats.com/fighter-details/17923f676f100e16
Yasuhiro Urushitani,,21,8,6,165.1,125.0,,Southpaw,"Sep 08, 1976",3.47,0.39,4.71,0.65,0.0,0.0,0.8,0.0,http://www.ufcstats.com/fighter-details/c34e5849184b08c3
Carlos Ulberg,Black Jag,14,1,0,193.0,205.0,195.6,Orthodox,"Nov 07, 1990",6.54,0.55,4.04,0.51,0.55,0.6,0.85,0.2,http://www.ufcstats.com/fighter-details/9014c02eff8b3d62
Logan Urban,Hulk,5,1,0,182.9,170.0,182.9,Orthodox,"Apr 22, 1994",2.55,0.66,16.6,0.27,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/5e23f30e9c6ed74e
Hector Urbina,El Toro,17,10,1,180.3,170.0,185.4,Orthodox,"Sep 17, 1987",0.97,0.38,2.44,0.39,0.0,0.0,0.38,3.8,http://www.ufcstats.com/fighter-details/4b8fb0453a596b8e
Mohammed Usman,The Motor,12,4,0,188.0,239.0,200.7,Orthodox,"Apr 01, 1989",3.85,0.39,4.27,0.51,0.56,0.14,0.66,0.0,http://www.ufcstats.com/fighter-details/da7f113b5ea39c43
Gilbert Urbina,The RGV Bad Boy,7,5,0,190.5,170.0,190.5,Orthodox,"Apr 05, 1996",5.57,0.56,4.62,0.44,2.86,0.44,0.0,0.7,http://www.ufcstats.com/fighter-details/b12fb759e02378de
Gasan Umalatov,Cobra,17,4,2,180.3,170.0,180.3,Orthodox,"Sep 11, 1982",2.23,0.39,4.1,0.59,0.75,0.17,0.9,0.0,http://www.ufcstats.com/fighter-details/7a39bbac8cc0fa70
Sho Patrick Usami,Savage,4,1,0,175.3,155.0,177.8,Orthodox,"May 08, 2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/fe30c5f5cc3e028b
Guilherme Uriel,Urso,6,2,0,185.4,265.0,188.0,Orthodox,"Feb 18, 1997",1.15,0.43,4.43,0.22,0.0,0.0,0.53,0.0,http://www.ufcstats.com/fighter-details/4252b09f0c8c4472
Tagir Ulanbekov,,17,3,0,170.2,125.0,177.8,Southpaw,"Aug 07, 1991",3.01,0.48,3.44,0.5,2.73,0.39,0.63,1.5,http://www.ufcstats.com/fighter-details/f00ac08ab056af5d
Darren Uyenoyama,BC,10,6,0,167.6,125.0,165.1,Orthodox,"Oct 15, 1979",1.34,0.39,2.21,0.66,1.42,0.33,0.35,0.7,http://www.ufcstats.com/fighter-details/6546af7ab545b90c
Takeru Uchida,,6,1,0,165.1,125.0,172.7,Southpaw,"Sep 30, 2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,http://www.ufcstats.com/fighter-details/1d76f07ffdd765c2
Raphael Uchegbu,,10,2,0,175.3,135.0,185.4,Orthodox,"Aug 16, 1995",2.46,0.48,2.85,0.5,1.48,0.16,0.0,0.0,http://www.ufcstats.com/fighter-details/cb680d85b84cbfd9
Kamaru Usman,The Nigerian Nightmare,21,4,0,182.9,170.0,193.0,Switch,"May 11, 1987",4.16,0.51,2.67,0.55,2.79,0.44,0.89,0.1,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e
