Name,Nickname,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_cm,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL
Kleydson Rodrigues,KR,8,4,0,165.1,135.0,170.2,Orthodox,"Oct 22, 1995",4.58,0.57,2.29,0.53,0.6,0.22,0.53,0.6,http://www.ufcstats.com/fighter-details/102a8fdf8cbf7467
Matthew Riddle,Deep Waters,8,3,0,185.4,170.0,193.0,Southpaw,"Jan 14, 1986",3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5,http://www.ufcstats.com/fighter-details/d023ae89a2a4a41e
Kevin Randleman,The Monster,17,16,0,177.8,205.0,,Orthodox,"Aug 10, 1971",1.26,0.54,1.12,0.57,2.0,0.56,0.3,0.8,http://www.ufcstats.com/fighter-details/6859f67468ba8489
Karol Rosa,,19,7,0,165.1,135.0,170.2,Orthodox,"Dec 30, 1994",5.88,0.56,4.59,0.49,1.17,0.48,0.7,0.2,http://www.ufcstats.com/fighter-details/351c4ec637380ad5
Levi Rodrigues Jr.,Baby Monster,6,0,0,182.9,205.0,193.0,Orthodox,"Oct 15, 1996",4.5,0.78,2.1,0.22,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/9ac4e43ed56429ed
Paul Rodriguez,,10,9,2,170.2,155.0,,Orthodox,"May 18, 1975",0.84,1.0,1.68,0.68,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/26eddcda9d6b2ffe
Pedro Rizzo,The Rock,20,11,0,185.4,241.0,,Orthodox,"May 03, 1974",1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0,http://www.ufcstats.com/fighter-details/b44f39a5c6596953
Mashrabjon Ruzibaev,Black Junior,20,4,1,172.7,155.0,170.2,Orthodox,"Feb 16, 1996",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e5a898f2a1afec67
Jeremiah Riggs,,7,8,0,182.9,185.0,,,"Dec 17, 1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f1a9ad7485e5024a
Danny Roberts,Hot Chocolate,18,8,0,185.4,170.0,188.0,Southpaw,"Jul 14, 1987",3.18,0.39,3.73,0.5,0.24,0.09,0.57,0.2,http://www.ufcstats.com/fighter-details/a6cba6bb66c1a8c9
Kenny Robertson,,15,5,0,177.8,170.0,188.0,Orthodox,"Feb 14, 1984",3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,http://www.ufcstats.com/fighter-details/6e0273f9478be71e
Marco Polo Reyes,,8,7,0,180.3,155.0,180.3,Orthodox,"Nov 07, 1984",6.0,0.37,5.52,0.59,0.0,0.0,0.46,0.0,http://www.ufcstats.com/fighter-details/edd02825c29028fe
Rex Richards,,7,2,0,195.6,265.0,,,"Oct 17, 1980",17.65,0.58,5.29,0.72,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ad23903ef3af7406
Iony Razafiarison,,2,1,0,160.0,145.0,,,"Dec 23, 1984",1.2,0.42,1.4,0.53,2.0,0.5,0.75,0.0,http://www.ufcstats.com/fighter-details/a303588c33d8c5ae
Hilarie Rose,,4,2,0,160.0,115.0,160.0,Orthodox,"Nov 11, 1992",2.33,0.33,6.13,0.44,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/b9163ec845c3bfc8
Nick Ring,The Promise,14,4,0,182.9,185.0,188.0,Southpaw,"Feb 10, 1979",3.52,0.42,3.48,0.62,1.36,0.36,0.52,0.3,http://www.ufcstats.com/fighter-details/b13da0b1a3aed3e7
Keenan Raymond,,3,3,0,,165.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/bdd16cd6b29cb499
Brian Rogers,The Professional Predator,14,9,0,180.3,185.0,,,"Feb 15, 1984",4.79,0.38,5.76,0.58,1.22,0.5,1.0,0.6,http://www.ufcstats.com/fighter-details/f304aff405c4a8fa
Buddy Roberts,,12,3,0,188.0,185.0,,Orthodox,"Oct 17, 1982",2.17,0.34,2.08,0.7,0.0,0.0,0.76,0.7,http://www.ufcstats.com/fighter-details/b2a2da86546ddb19
Rafael Rios,,4,2,0,,150.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2f5754b48eab1486
Diego Rivas,Pitbull,10,2,0,172.7,145.0,175.3,Orthodox,"Nov 11, 1991",1.37,0.4,2.14,0.52,1.79,0.6,0.64,0.9,http://www.ufcstats.com/fighter-details/09f579be4520394a
Amador Ramirez,,5,4,0,,135.0,,,"Jun 14, 1990",4.93,0.51,2.07,0.69,1.0,0.33,0.0,0.0,http://www.ufcstats.com/fighter-details/ac31f869959860bc
Marco Ruas,King of the Streets,9,4,2,185.4,210.0,,Orthodox,"Jan 23, 1961",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/597db668b01c442c
Daniel Roberts,Ninja,15,7,0,177.8,170.0,188.0,Southpaw,"Aug 05, 1980",0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5,http://www.ufcstats.com/fighter-details/22edaf53ad59a967
Pete Rogers Jr.,The Heat,2,4,0,182.9,145.0,,,,0.66,0.15,1.71,0.65,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/36f3d235493d35ad
Alex Reyes,The Executioner,13,5,0,180.3,155.0,185.4,Orthodox,"Oct 02, 1986",4.46,0.46,6.92,0.48,1.5,0.28,0.0,0.0,http://www.ufcstats.com/fighter-details/dc07493a87dc0a6e
Claudio Ribeiro,,11,5,0,185.4,185.0,195.6,Orthodox,"Jul 17, 1992",3.59,0.51,4.9,0.3,0.56,0.5,0.66,0.0,http://www.ufcstats.com/fighter-details/972c456ff38b2015
Tim Roman,,3,4,0,185.4,170.0,,,"Jun 08, 1985",0.6,0.4,2.4,0.4,1.0,1.0,0.16,0.0,http://www.ufcstats.com/fighter-details/3b83fec860a45ca1
Karl Roberson,Baby K,9,6,0,185.4,205.0,188.0,Southpaw,"Oct 04, 1990",2.57,0.51,2.42,0.57,0.72,0.4,0.4,0.5,http://www.ufcstats.com/fighter-details/37d5b176d438d2a5
Gregory Rodrigues,Robocop,18,6,0,190.5,185.0,190.5,Orthodox,"Feb 17, 1992",5.6,0.51,4.84,0.5,1.93,0.34,0.75,0.4,http://www.ufcstats.com/fighter-details/d1c65d2cf2925ddd
Goran Reljic,,15,8,0,190.5,205.0,205.7,Southpaw,"Mar 20, 1984",1.69,0.37,2.69,0.59,1.69,0.5,0.33,1.1,http://www.ufcstats.com/fighter-details/132f860d02953f4c
Shannon Ross,The Turkish Delight,13,9,0,167.6,125.0,167.6,Switch,"May 12, 1989",5.96,0.39,7.39,0.55,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/51c655162e462ceb
Yoel Romero,Soldier of God,13,5,0,182.9,185.0,185.4,Southpaw,"Apr 30, 1977",3.44,0.49,3.05,0.6,1.57,0.3,0.78,0.0,http://www.ufcstats.com/fighter-details/f77c68bb4be8516d
Pedro Rocha,,1,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/5921fd3f889afa3b
Jerome Rivera,Renegade,10,6,0,177.8,125.0,182.9,Southpaw,"Apr 22, 1995",3.21,0.33,2.6,0.51,0.0,0.0,0.4,0.0,http://www.ufcstats.com/fighter-details/c9587d81e1d33925
Dominick Reyes,The Devastator,15,5,0,193.0,205.0,195.6,Southpaw,"Dec 26, 1989",5.39,0.54,3.49,0.49,0.29,0.28,0.82,0.3,http://www.ufcstats.com/fighter-details/2e19380f34871c6a
Ian Rammel,,7,8,0,182.9,185.0,,,"Jul 22, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/abc8e1423cf5b74e
Johnny Rhodes,,2,1,0,182.9,210.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/319fa1bd3176bded
Andrew Ramm,The,4,4,0,185.4,160.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/3b5f2faaa2f2c1f6
Jimmie Rivera,El Terror,23,5,0,162.6,135.0,172.7,Orthodox,"Jun 29, 1989",4.03,0.4,3.9,0.6,0.88,0.27,0.92,0.1,http://www.ufcstats.com/fighter-details/9c907996820d2d69
Yair Rodriguez,El Pantera,21,6,0,180.3,145.0,180.3,Orthodox,"Oct 06, 1992",4.65,0.46,3.78,0.52,0.71,0.29,0.59,0.6,http://www.ufcstats.com/fighter-details/cbf5e6f231b55443
Ben Reiter,The Hunter,17,2,1,190.5,185.0,,,"Jun 27, 1987",1.8,0.46,1.53,0.54,7.0,0.43,0.0,0.0,http://www.ufcstats.com/fighter-details/ee7b7768a4e6dc45
Robbie Ring,Razor,6,1,0,175.3,145.0,172.7,Orthodox,"Jul 14, 2000",5.11,0.38,9.15,0.38,4.04,0.33,0.0,0.0,http://www.ufcstats.com/fighter-details/fa9746fa5d23c202
Ricardo Romero,,11,3,0,182.9,205.0,193.0,Orthodox,"Apr 15, 1978",2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3,http://www.ufcstats.com/fighter-details/744e098e065cfdbe
Carlos Eduardo Rocha,Ta Danado,9,4,0,177.8,170.0,185.4,Orthodox,"Jul 12, 1981",1.24,0.34,1.85,0.55,0.0,0.0,0.52,1.4,http://www.ufcstats.com/fighter-details/4f736494fc733095
Max Rohskopf,Rated R,5,1,0,185.4,155.0,180.3,Orthodox,"Sep 27, 1994",1.7,0.31,5.8,0.42,3.0,0.33,0.0,1.5,http://www.ufcstats.com/fighter-details/59a27d2e6d0802ac
Joey Roberts,,4,3,0,188.0,200.0,,,"Nov 11, 1977",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c058823a2595ab09
John Renken,The Saint,18,28,4,182.9,190.0,,Orthodox,"Dec 31, 1972",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/1507214bbc7a79e2
Aleksandar Rakic,Rocket,14,6,0,193.0,205.0,198.1,Orthodox,"Feb 06, 1992",4.13,0.5,2.86,0.51,0.64,0.21,0.85,0.1,http://www.ufcstats.com/fighter-details/333b9e5c723ac873
Tabatha Ricci,Baby Shark,12,3,0,154.9,115.0,154.9,Orthodox,"Feb 21, 1995",4.18,0.36,5.19,0.57,2.69,0.37,0.78,0.1,http://www.ufcstats.com/fighter-details/d25240135aee03e5
Jared Rosholt,,14,4,0,188.0,265.0,190.5,Orthodox,"Aug 04, 1986",2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1,http://www.ufcstats.com/fighter-details/91ea901c458e95dd
Mark Robinson,White Rhino,1,0,0,182.9,265.0,,Orthodox,,0.0,0.0,5.8,0.13,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4604ab1de9058474
Gilbert Rael,,1,3,0,172.7,155.0,,,,0.0,0.0,7.46,0.37,4.86,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/6cc25d19a891f435
Matt Ramirez,The Machine,2,3,0,165.1,125.0,,,,3.03,0.5,0.67,0.75,2.53,0.16,1.0,0.0,http://www.ufcstats.com/fighter-details/96c05ba5ab9eccaf
Jonathan Rivera,,4,2,0,,155.0,,,,4.36,0.49,3.9,0.6,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/145df84ea4dfd904
Ryan Roberts,,21,12,1,167.6,155.0,,Orthodox,"Jul 16, 1978",0.0,0.0,22.5,0.45,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/35dc6220b113b7ec
Anthony Romero,The Genius,8,0,0,180.3,155.0,177.8,Orthodox,"Feb 25, 1997",5.87,0.52,4.0,0.65,2.0,0.22,1.0,0.0,http://www.ufcstats.com/fighter-details/6f81399074fcdbba
Vernon Ramos Ho,,3,1,0,167.6,170.0,,Orthodox,"Jun 03, 1992",4.0,0.25,8.0,0.55,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/30b577b112bef42d
Luke Riley,,12,0,0,175.3,145.0,175.3,Orthodox,"Jun 30, 1999",2.55,0.6,1.27,0.46,0.0,0.0,0.42,0.0,http://www.ufcstats.com/fighter-details/b1de86d835638319
Dorian Ramos,,8,3,0,172.7,145.0,177.8,Orthodox,"Dec 31, 1993",2.3,0.52,2.67,0.47,1.82,0.25,0.33,0.0,http://www.ufcstats.com/fighter-details/fa4dcb2c8de482ee
Mario Rivera,,6,8,0,177.8,170.0,,,,0.0,0.0,8.41,0.2,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/0f7210aa8d61af8d
Vitor Ribeiro,Shaolin,20,5,0,172.7,154.0,,Orthodox,"Feb 24, 1979",1.0,0.28,1.95,0.48,1.58,0.26,1.0,1.2,http://www.ufcstats.com/fighter-details/a757c06bbdba61d2
Hussain Rasouli,,2,3,0,167.6,135.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9d61d8cb1c354867
Amir Rahnavardi,,11,10,0,182.9,205.0,,Orthodox,"Dec 07, 1974",0.67,0.25,0.0,1.0,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/bc7f7f0ba3db74d2
Brendson Ribeiro,The Gorilla,17,9,0,190.5,205.0,205.7,Orthodox,"Sep 08, 1996",3.06,0.42,4.0,0.53,0.9,0.42,0.18,0.6,http://www.ufcstats.com/fighter-details/49edd0d90f60fb7d
Lucrezia Ria,,8,2,0,167.6,125.0,,Orthodox,"Jun 24, 1992",4.07,0.46,4.4,0.45,1.0,0.33,0.0,0.0,http://www.ufcstats.com/fighter-details/042cc07ad5a53a33
Tyrone Roberts,Native Warrior,43,12,1,175.3,185.0,,Orthodox,"Jul 14, 1972",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d1e6a6536ee62517
Jessica Rakoczy,The Ragin',1,5,0,170.2,115.0,,Orthodox,"Apr 14, 1977",2.5,0.44,3.55,0.64,0.75,0.2,0.0,0.8,http://www.ufcstats.com/fighter-details/ffdeb4fbea09ce75
Joao Roque,,7,2,4,167.6,155.0,,Orthodox,"Jul 22, 1971",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/0f6528b461e47462
Phil Rowe,The Fresh Prince,11,6,0,190.5,170.0,203.2,Orthodox,"Jul 18, 1990",3.5,0.5,4.12,0.51,0.52,0.36,0.5,0.3,http://www.ufcstats.com/fighter-details/8e382b585a92affe
Matt Ricehouse,,6,1,0,,155.0,,,"Mar 11, 1987",3.7,0.44,4.8,0.47,1.0,0.22,0.81,0.0,http://www.ufcstats.com/fighter-details/343d57cde1a14338
Alvin Robinson,,15,9,0,175.3,155.0,172.7,Southpaw,"Jul 16, 1982",1.57,0.5,1.29,0.51,1.24,0.5,0.25,1.2,http://www.ufcstats.com/fighter-details/cbe79765d44bd172
Ricky Rainey,The Sniper,12,6,0,185.4,170.0,195.6,Switch,"Jun 29, 1983",2.55,0.48,2.62,0.46,0.95,0.18,0.55,0.0,http://www.ufcstats.com/fighter-details/9b1e3fb4f8cbd5b7
Charles Radtke,Chuck Buffalo,11,5,0,175.3,170.0,182.9,Orthodox,"Jul 09, 1990",2.8,0.54,2.63,0.54,1.32,0.3,1.0,0.7,http://www.ufcstats.com/fighter-details/feedf3053472fe56
Mike Rhodes,Biggie,10,5,0,185.4,170.0,188.0,Orthodox,"Dec 04, 1989",3.2,0.39,4.13,0.64,0.96,0.33,0.75,0.5,http://www.ufcstats.com/fighter-details/b7ad576b8ae115e6
David Roberts,,5,8,0,185.4,170.0,,Orthodox,"Nov 15, 1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/775bad6d700d2302
Theo Rlayang,Jungle King,5,1,0,170.2,145.0,165.1,Orthodox,"Aug 10, 1994",5.93,0.48,8.4,0.4,2.0,0.4,0.0,0.0,http://www.ufcstats.com/fighter-details/8aabef76351401d0
John Reedy,The Wild Child,11,6,0,172.7,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/fb4ca5c7e4448645
Imanol Rodriguez,Himan,6,0,0,162.6,125.0,162.6,Orthodox,"Nov 15, 1999",9.09,0.58,2.73,0.6,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/6e8349a0a0476d60
Jordan Rinaldi,All Day,14,7,0,177.8,145.0,182.9,Orthodox,"Sep 25, 1987",1.56,0.35,2.32,0.59,1.45,0.35,0.2,1.2,http://www.ufcstats.com/fighter-details/c07efc18b231f170
Chance Rencountre,Black Eagle,14,4,0,188.0,170.0,190.5,Southpaw,"Dec 31, 1986",1.1,0.2,3.62,0.49,1.35,0.26,0.16,0.3,http://www.ufcstats.com/fighter-details/1ddb480b601cefb1
Colin Robinson,Big C,10,12,0,193.0,243.0,,Orthodox,"Nov 27, 1968",6.19,0.69,7.91,0.37,2.58,1.0,0.5,5.2,http://www.ufcstats.com/fighter-details/1a1a4d7a29041d77
Casey Ryan,,7,3,0,,185.0,,,"Jun 27, 1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/5b1b383265433f51
Anthony Ruiz,El Toro,33,22,0,188.0,205.0,,Orthodox,"Nov 03, 1977",2.56,0.64,1.67,0.28,1.43,0.31,0.21,0.0,http://www.ufcstats.com/fighter-details/657c21cb133f1445
Marwan Rahiki,Freaky,7,0,0,172.7,145.0,182.9,Orthodox,"May 10, 2002",5.96,0.47,6.1,0.56,0.0,0.0,1.0,2.1,http://www.ufcstats.com/fighter-details/6eedb757f13b9978
Roosevelt Roberts,The Predator,12,6,0,188.0,155.0,185.4,Orthodox,"Feb 11, 1994",2.84,0.43,3.1,0.52,1.18,0.26,0.5,0.7,http://www.ufcstats.com/fighter-details/37c5366d18ed6c05
Marcelo Rojo,Pitbull,16,10,0,172.7,145.0,180.3,Orthodox,"Jul 02, 1988",4.92,0.39,6.42,0.55,0.46,0.5,0.66,0.0,http://www.ufcstats.com/fighter-details/2804ce8dadab5770
Chad Reiner,The Grinder,33,18,0,180.3,170.0,,Orthodox,"Jun 29, 1981",0.53,0.2,1.97,0.46,0.99,0.33,0.25,2.0,http://www.ufcstats.com/fighter-details/d8022d5526b1d937
Lucas Rocha,Fenomeno,18,2,0,160.0,125.0,162.6,Orthodox,"Aug 12, 2000",5.09,0.49,3.67,0.56,1.64,0.75,0.76,0.0,http://www.ufcstats.com/fighter-details/e0d3d9b564f95635
Daniel Rodriguez,D-Rod,20,5,0,185.4,170.0,188.0,Southpaw,"Dec 31, 1986",7.2,0.49,5.4,0.57,0.51,0.5,0.64,0.1,http://www.ufcstats.com/fighter-details/8a1f3b5c526cd6e6
Amanda Ribas,,13,7,0,162.6,115.0,167.6,Orthodox,"Aug 26, 1993",4.26,0.39,3.29,0.6,2.05,0.52,0.82,0.6,http://www.ufcstats.com/fighter-details/beecb672a279223e
Andre Roberts,The Chief,14,2,1,188.0,345.0,,Orthodox,"Feb 24, 1965",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a54a35a670d8e852
Davi Ramos,Tasmanian Devil,10,4,0,167.6,155.0,177.8,Orthodox,"Nov 05, 1986",2.64,0.37,3.44,0.56,1.95,0.4,0.83,0.6,http://www.ufcstats.com/fighter-details/0052de90691d4a93
Mike Rio,The Wolverine,10,5,0,177.8,155.0,177.8,Orthodox,"Jul 06, 1981",1.68,0.39,2.99,0.53,2.58,0.27,0.0,1.0,http://www.ufcstats.com/fighter-details/af90b10c785ced3e
Nick Rossborough,Leatherface,26,19,1,195.6,205.0,,,"Nov 18, 1981",2.8,0.35,4.33,0.35,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/ff3a915256b899c0
Justin Robbins,,14,18,1,165.1,135.0,,,"Jul 29, 1980",0.67,0.37,3.2,0.47,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/3b2485c8d5c8b580
Dennis Reed,,45,62,1,,205.0,,Orthodox,"Sep 11, 1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4a35913bd9aa4161
Chad Robichaux,Robo,13,2,0,162.6,135.0,,,"Aug 18, 1975",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b2aa1e07b5b3306e
Zach Rosol,,3,2,0,,243.0,,,,0.0,0.0,14.21,0.25,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/208b6926916867c7
Victor Reyna,Kelevra,11,5,0,180.3,170.0,188.0,Southpaw,"Aug 05, 1986",5.8,0.63,4.75,0.42,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/e9bbcc6530e4cbe6
Mauricio Ruffy,,13,2,0,180.3,155.0,190.5,Orthodox,"Jun 17, 1996",4.19,0.58,4.09,0.58,0.0,0.0,0.85,0.0,http://www.ufcstats.com/fighter-details/9c393e836a852f30
Zygimantas Ramaska,,9,3,0,180.3,145.0,180.3,Orthodox,"Dec 27, 1996",0.96,0.6,2.25,0.3,0.0,0.0,0.33,2.4,http://www.ufcstats.com/fighter-details/641ca2c2ed91b93c
Mike Ricci,The Martian,11,5,0,182.9,155.0,193.0,Southpaw,"Mar 18, 1986",1.8,0.32,1.64,0.65,0.67,1.0,0.54,0.0,http://www.ufcstats.com/fighter-details/3c921b1a30fdcbdd
Kristian Rothaermel,,4,3,0,182.9,205.0,,Open Stance,"Jan 31, 1972",0.75,0.5,2.49,0.41,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/af49a6c491ca22a3
Khalil Rountree Jr.,,15,7,0,185.4,205.0,193.0,Southpaw,"Feb 26, 1990",3.88,0.4,4.33,0.49,0.0,0.0,0.58,0.1,http://www.ufcstats.com/fighter-details/749f572d1d3161fb
Gaston Reyno,Tonga,6,2,0,182.9,145.0,,,"Nov 11, 1986",7.79,0.62,3.9,0.44,0.0,0.0,0.0,11.7,http://www.ufcstats.com/fighter-details/64db35f7782fe274
Hector Ramirez,Sick Dog,10,6,1,182.9,205.0,,Orthodox,"Mar 28, 1976",2.27,0.41,4.6,0.56,2.3,0.55,0.66,0.5,http://www.ufcstats.com/fighter-details/d1759b2b7be9be56
Brad Riddell,Quake,10,4,0,170.2,155.0,180.3,Orthodox,"Sep 30, 1991",4.71,0.53,3.53,0.53,1.77,0.36,0.63,0.0,http://www.ufcstats.com/fighter-details/37ed1ab2f8b819f4
Charles Rosa,Boston Strong,14,8,0,175.3,145.0,175.3,Switch,"Aug 24, 1986",3.08,0.36,3.86,0.47,1.67,0.35,0.38,1.0,http://www.ufcstats.com/fighter-details/40093d1d2d78394e
Brett Rogers,The Grim,17,10,0,195.6,265.0,205.7,Orthodox,"Feb 17, 1981",3.17,0.44,3.2,0.46,0.0,0.0,0.58,0.0,http://www.ufcstats.com/fighter-details/9141bb39310773c7
Stephen Regman,,9,4,0,180.3,185.0,193.0,Orthodox,"Aug 05, 1991",1.41,0.6,4.93,0.23,3.52,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/24d98df7556ac8af
Drako Rodriguez,,7,3,0,172.7,135.0,175.3,Orthodox,"Jun 16, 1996",3.37,0.36,4.4,0.58,2.93,0.66,0.75,0.7,http://www.ufcstats.com/fighter-details/dc3b9cf7641b7ab6
Leigh Remedios,Bulldog,18,10,2,170.2,155.0,,Orthodox,"Jan 13, 1976",0.75,0.41,1.36,0.68,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/918db42c3637916f
Rongzhu,,27,6,0,175.3,155.0,180.3,Orthodox,"Mar 07, 2000",6.02,0.51,5.44,0.52,1.35,0.62,0.84,0.1,http://www.ufcstats.com/fighter-details/a13d755965a4ec9f
Raou Raou,,0,1,0,172.7,195.0,,Orthodox,,2.01,0.16,6.75,0.6,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ed069a95aaaf4f56
Marion Reneau,The Belizean Bruiser,9,8,1,167.6,135.0,172.7,Orthodox,"Jun 20, 1977",3.2,0.41,3.52,0.59,0.62,0.63,0.5,0.8,http://www.ufcstats.com/fighter-details/c7d297714d9ab1a4
Javier Reyes,Blair,22,5,0,170.2,145.0,185.4,,"Oct 10, 1993",8.29,0.46,0.79,0.77,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/4a574b8512fc1b30
Paul Ruiz,,7,4,0,167.6,135.0,,,"Jun 23, 1987",1.4,0.33,1.4,0.75,0.0,0.0,1.0,20.9,http://www.ufcstats.com/fighter-details/babc0b19e89cec6e
Dante Rivera,,16,7,0,185.4,185.0,,Southpaw,"Dec 08, 1974",2.27,0.53,4.0,0.25,0.0,0.0,0.16,0.0,http://www.ufcstats.com/fighter-details/288aaa8f82040e02
Steve Ramirez,,5,2,0,170.2,125.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4311e9d23604205c
Maria Rios,,2,3,0,165.1,125.0,,,"May 31, 1983",2.93,0.34,4.13,0.56,2.0,0.5,1.0,0.0,http://www.ufcstats.com/fighter-details/9ec12134b1515f12
Mara Romero Borella,,12,9,0,167.6,125.0,175.3,Orthodox,"Jun 03, 1986",2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2,http://www.ufcstats.com/fighter-details/82cbb809d5ee565c
Jason Reinhardt,,20,3,0,167.6,135.0,,Orthodox,"Oct 31, 1969",0.51,0.4,4.07,0.43,1.91,0.12,0.5,0.0,http://www.ufcstats.com/fighter-details/02500fb9fd79a974
Nicdali Rivera-Calanoc,The Night Queen,9,10,0,160.0,105.0,,,"Jun 12, 1985",1.82,0.2,2.42,0.78,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/60917f79b7271d83
Benji Radach,Razor,21,7,0,177.8,185.0,,Orthodox,"Apr 05, 1979",2.62,0.49,2.31,0.51,1.06,0.41,0.71,0.4,http://www.ufcstats.com/fighter-details/01b39decaf0abf6a
Joe Ray,,13,0,0,,170.0,,,"Dec 17, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d92e6e17f637fe4d
Thomas Ramirez,,0,1,0,185.4,410.0,,Sideways,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ea398c802d9998ee
David Rasouri,,2,3,0,170.2,155.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/31e1ea6fe6b682f8
Shem Rock,,12,2,1,180.3,155.0,185.4,Southpaw,"Nov 05, 1993",2.93,0.42,3.4,0.56,1.0,0.11,0.8,0.0,http://www.ufcstats.com/fighter-details/52b6bf4528130e86
Ray Rodriguez,The Judge,16,8,0,170.2,135.0,177.8,Orthodox,"Dec 10, 1987",0.9,0.27,3.89,0.4,1.42,0.5,0.44,0.0,http://www.ufcstats.com/fighter-details/90e0985df05e51bc
Rick Roufus,,4,6,0,182.9,207.0,,Southpaw,"Jun 03, 1966",0.53,0.33,1.06,0.33,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/872b018076f831b0
Roberta Rovel,Crusher,4,1,0,172.7,145.0,,,,0.87,0.46,3.0,0.26,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/9d7fbf438766791f
