Name,Nickname,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_cm,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL,Stance
Alexander Sarnavskiy,Tiger,35,6,0,180.3,155.0,,"Jan 17, 1989",1.43,0.66,2.06,0.42,0.0,0.0,0.75,0.0,http://www.ufcstats.com/fighter-details/2097b1a5ff47dfb0,
Alexander Shlemenko,Storm,56,9,0,180.3,185.0,,"May 20, 1984",4.36,0.6,1.71,0.63,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ed3ea649b34ddb6c,
Alexander Soldatkin,,14,4,0,188.0,250.0,190.5,"Jun 10, 1993",1.16,0.6,1.35,0.26,1.45,0.5,0.5,0.0,http://www.ufcstats.com/fighter-details/f1451d605bad178e,Orthodox
Alexander Trevino,,7,7,0,,170.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/73abb7a5c57fb443,
Alexander Volkanovski,The Great,28,4,0,167.6,145.0,180.3,"Sep 29, 1988",5.99,0.57,3.31,0.58,1.63,0.34,0.68,0.2,http://www.ufcstats.com/fighter-details/e1248941344b3288,Orthodox
Alexander Volkov,Drago,39,11,0,200.7,261.0,203.2,"Oct 24, 1988",4.78,0.57,2.86,0.53,0.57,0.66,0.68,0.2,http://www.ufcstats.com/fighter-details/279566840aa55bf2,Orthodox
Alexander Yakovlev,Russian Thunder,24,10,1,190.5,155.0,188.0,"Jul 18, 1984",1.74,0.47,2.41,0.58,1.66,0.35,0.72,0.1,http://www.ufcstats.com/fighter-details/d06f8869449ba7bd,Southpaw
Alexandr Romanov,King Kong,18,3,0,188.0,262.0,190.5,"Dec 11, 1990",3.78,0.51,2.13,0.54,4.49,0.55,0.28,0.9,http://www.ufcstats.com/fighter-details/c0badf3243907e59,Southpaw
Alexandre Barros,Baixinho,22,11,0,175.3,170.0,,"Nov 19, 1976",0.98,0.4,4.05,0.36,1.84,0.5,1.0,0.0,http://www.ufcstats.com/fighter-details/8fd1f27e86661ede,Southpaw
Alexandre Dantas,Cafe,0,3,0,188.0,238.0,,"Mar 01, 1979",0.21,0.25,1.87,0.6,0.0,0.0,0.0,3.1,http://www.ufcstats.com/fighter-details/8dc46e9a7895ce1a,Orthodox
Alexandre Ferreira,Cacareco,18,6,0,170.2,205.0,,"Apr 25, 1979",2.57,0.6,8.14,0.42,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/28ba5f27e473420c,Orthodox
Alexandre Franca Nogueira,Pequeno,18,6,3,170.2,145.0,,"Jan 15, 1978",0.6,0.2,4.18,0.57,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4c27ca8c8481f79a,Orthodox
Alexandre Pantoja,The Cannibal,30,6,0,165.1,125.0,170.2,"Apr 16, 1990",4.38,0.5,3.88,0.49,2.79,0.47,0.69,1.0,http://www.ufcstats.com/fighter-details/a0f0004aadf10b71,Orthodox
Alexia Thainara,Burguesinha,13,1,0,162.6,115.0,170.2,"Nov 20, 1995",4.52,0.4,2.46,0.65,3.91,0.6,1.0,1.7,http://www.ufcstats.com/fighter-details/545092d13c67aa49,Orthodox
Alexis Davis,,21,11,0,167.6,135.0,172.7,"Oct 04, 1984",4.63,0.49,4.45,0.54,0.95,0.44,0.34,0.7,http://www.ufcstats.com/fighter-details/4c2d90e335e6df19,Orthodox
Alexis Dufresne,Sneaky Zebra,6,3,0,175.3,135.0,,"Aug 31, 1990",1.33,0.27,3.33,0.6,1.5,0.5,0.5,0.0,http://www.ufcstats.com/fighter-details/4ae4049426e0161d,Orthodox
Alfonso Alcarez,,1,3,1,160.0,145.0,,"Jun 10, 1970",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/1e38bba6738b7b10,
Ali AlQaisi,The Royal Fighter,8,5,0,167.6,135.0,172.7,"Sep 23, 1990",2.43,0.42,1.97,0.56,3.5,0.29,0.6,1.0,http://www.ufcstats.com/fighter-details/e87a13e02c01331d,Orthodox
Ali Bagautinov,Puncher,15,6,0,162.6,125.0,165.1,"Jun 10, 1985",2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3,http://www.ufcstats.com/fighter-details/3dd92ff9fb0412b3,Orthodox
Alibi Idiris,,11,1,0,167.6,125.0,172.7,"Oct 22, 1994",3.47,0.5,3.6,0.53,0.0,0.0,0.6,0.0,http://www.ufcstats.com/fighter-details/30cad5a751adcb48,Orthodox
Alice Ardelean,,11,7,0,160.0,115.0,157.5,"Apr 19, 1992",7.35,0.45,5.2,0.62,1.0,0.44,0.85,0.0,http://www.ufcstats.com/fighter-details/87f8699fdcc2c404,Orthodox
Alice Pereira,Golden Girl,6,1,0,172.7,135.0,180.3,"Dec 20, 2005",2.47,0.31,3.0,0.72,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/81d2c551886bd5a1,Orthodox
Alistair Overeem,The Demolition Man,47,19,0,193.0,265.0,203.2,"May 17, 1980",3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8,http://www.ufcstats.com/fighter-details/b4ad3a06ee4d660c,Orthodox
Aljamain Sterling,Funk Master,25,5,0,170.2,145.0,180.3,"Jul 31, 1989",4.45,0.52,2.21,0.59,2.45,0.3,0.44,0.6,http://www.ufcstats.com/fighter-details/cb696ebfb6598724,Orthodox
Allan Begosso,Mini,7,2,1,165.1,135.0,167.6,"Nov 23, 1995",1.8,0.4,7.73,0.34,0.0,0.0,0.25,2.0,http://www.ufcstats.com/fighter-details/d6ed764f8b78d32a,Orthodox
Allan Goes,,10,5,2,182.9,205.0,,"Apr 20, 1971",0.64,0.52,1.35,0.41,1.75,0.4,0.0,2.6,http://www.ufcstats.com/fighter-details/e62b36885ecdac27,Orthodox
Allan Nascimento,Puro Osso,22,6,0,172.7,125.0,175.3,"Sep 11, 1991",3.06,0.55,2.53,0.52,1.26,0.23,0.37,1.1,http://www.ufcstats.com/fighter-details/253076a23d03dcd0,Orthodox
Allan Zuniga,Tigre,13,1,0,170.2,155.0,177.8,"Apr 04, 1992",3.93,0.52,1.8,0.61,0.0,0.0,0.57,1.0,http://www.ufcstats.com/fighter-details/523af801b3429015,Orthodox
Allen Berube,Monstah Lobstah,4,3,0,172.7,155.0,,"Aug 25, 1974",0.92,0.8,0.92,0.33,6.87,1.0,0.0,3.4,http://www.ufcstats.com/fighter-details/aebfb84d1f6d2d8c,Orthodox
Allen Crowder,Pretty Boy,10,4,0,190.5,245.0,193.0,"Nov 08, 1989",2.95,0.51,2.95,0.56,1.85,0.33,1.0,1.2,http://www.ufcstats.com/fighter-details/a9d6e047ce48ab63,Orthodox
Allen Frye Jr.,,6,1,0,195.6,265.0,203.2,"Apr 15, 1998",2.2,0.38,4.27,0.36,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/73a78713bd899f4c,Orthodox
Alptekin Ozkilic,The Turkish Delight,9,5,0,165.1,125.0,165.1,"Mar 27, 1986",3.81,0.32,5.72,0.59,4.21,0.58,0.75,0.0,http://www.ufcstats.com/fighter-details/e18a19001a3f7c7d,Orthodox
Alton Cunningham,The Bo-Man,4,2,0,188.0,205.0,195.6,"Jun 24, 1993",3.33,0.75,4.94,0.2,1.67,0.1,1.0,0.0,http://www.ufcstats.com/fighter-details/305bde44ff664788,Orthodox
Alvaro Herrera Mendoza,Chango,9,6,0,182.9,155.0,188.0,"May 14, 1990",1.89,0.38,3.4,0.55,0.0,0.0,0.33,1.1,http://www.ufcstats.com/fighter-details/74d35fbc9c6a61bd,Orthodox
Alvin Cacdac,,18,13,0,167.6,125.0,,,1.21,0.66,0.61,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ce7871949b0ed2bf,Orthodox
Alvin Hines,Goozie,7,1,0,188.0,265.0,188.0,"Oct 20, 1991",5.47,0.31,7.47,0.38,1.0,0.1,0.0,0.0,http://www.ufcstats.com/fighter-details/ab2a4b5e04dc5fe9,Orthodox
Alvin Robinson,,15,9,0,175.3,155.0,172.7,"Jul 16, 1982",1.57,0.5,1.29,0.51,1.24,0.5,0.25,1.2,http://www.ufcstats.com/fighter-details/cbe79765d44bd172,Southpaw
Amador Ramirez,,5,4,0,,135.0,,"Jun 14, 1990",4.93,0.51,2.07,0.69,1.0,0.33,0.0,0.0,http://www.ufcstats.com/fighter-details/ac31f869959860bc,
Amanda Cooper,ABC,3,5,0,160.0,115.0,162.6,"Oct 22, 1991",3.55,0.44,3.2,0.51,1.53,0.38,0.28,1.8,http://www.ufcstats.com/fighter-details/d4a31850a7457f1b,Switch
Amanda Nunes,The Lioness,23,5,0,172.7,135.0,175.3,"May 30, 1988",4.55,0.51,2.62,0.57,2.73,0.54,0.82,0.7,http://www.ufcstats.com/fighter-details/80fa8218c99f9c58,Orthodox
Amanda Ribas,,13,7,0,162.6,115.0,167.6,"Aug 26, 1993",4.26,0.39,3.29,0.6,2.05,0.52,0.82,0.6,http://www.ufcstats.com/fighter-details/beecb672a279223e,Orthodox
Amar Suloev,,24,7,0,175.3,183.0,,"Jul 01, 1976",1.98,0.37,2.19,0.7,0.27,1.0,0.88,0.3,http://www.ufcstats.com/fighter-details/7aa88401f93ce836,Orthodox
Amaury Bitetti,,5,2,0,175.3,185.0,,"Apr 14, 1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7a359ef685a304a7,Orthodox
Amber Tackett,,1,3,0,,115.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/bb01bc3c57f39b04,
Amilcar Alves,,15,12,0,182.9,170.0,,"Aug 08, 1988",0.5,0.46,2.02,0.3,0.0,0.0,0.53,0.0,http://www.ufcstats.com/fighter-details/dc5a6b2fdb27e7dc,Southpaw
Amir Albazi,The Prince,17,3,0,165.1,125.0,172.7,"Oct 27, 1993",2.47,0.33,3.88,0.59,1.18,0.25,0.62,0.4,http://www.ufcstats.com/fighter-details/6d35bf94f7d30241,Orthodox
Amir Aliakbari,,10,1,0,190.5,250.0,,"Jun 10, 1984",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e17770faae3ca54c,
Amir Rahnavardi,,11,10,0,182.9,205.0,,"Dec 07, 1974",0.67,0.25,0.0,1.0,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/bc7f7f0ba3db74d2,Orthodox
Amir Sadollah,,6,5,0,177.8,170.0,190.5,"Aug 27, 1980",4.71,0.46,3.55,0.6,0.57,0.27,0.6,0.3,http://www.ufcstats.com/fighter-details/2650e2f846a30f64,Orthodox
Amiran Gogoladze,,14,3,0,185.4,170.0,188.0,"Dec 09, 1997",1.64,0.66,0.82,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/5d1636b6c1688502,Switch
An Tuan Ho,Highlight,6,2,0,167.6,125.0,167.6,"Sep 27, 2000",1.95,0.35,2.81,0.55,1.72,0.25,0.16,0.0,http://www.ufcstats.com/fighter-details/6c9384138c82962f,Switch
Anatoly Tokov,,25,2,0,177.8,185.0,,"Feb 17, 1990",3.51,0.72,0.54,0.66,2.03,1.0,1.0,0.0,http://www.ufcstats.com/fighter-details/679ae8c4fd022c6b,
Anderson Dos Santos,Berinja,21,9,0,165.1,135.0,177.8,"Jul 24, 1985",2.7,0.25,5.37,0.49,0.98,0.14,0.66,0.7,http://www.ufcstats.com/fighter-details/bbc9ab95fa766493,Orthodox
Anderson Silva,The Spider,34,11,0,188.0,185.0,195.6,"Apr 14, 1975",3.05,0.61,2.05,0.6,0.5,0.77,0.69,0.8,http://www.ufcstats.com/fighter-details/1f454354805b6f75,Southpaw
Andre Amado,Dida,6,4,1,182.9,154.0,,"Oct 09, 1983",2.27,0.24,5.91,0.63,0.0,0.0,0.2,0.0,http://www.ufcstats.com/fighter-details/20821819c401ced8,Orthodox
Andre Ewell,Mr. Highlight,17,9,0,172.7,145.0,190.5,"Jan 21, 1988",4.28,0.4,4.87,0.51,0.36,0.75,0.72,0.1,http://www.ufcstats.com/fighter-details/5f6f049d54728e88,Southpaw
Andre Fialho,,16,8,0,182.9,170.0,188.0,"Apr 07, 1994",3.3,0.41,6.26,0.45,0.25,1.0,0.66,0.0,http://www.ufcstats.com/fighter-details/33efaf2d0941cfcf,Orthodox
Andre Fili,Touchy,25,12,0,180.3,145.0,188.0,"Jun 25, 1990",3.87,0.37,4.23,0.51,2.22,0.45,0.71,0.2,http://www.ufcstats.com/fighter-details/8fd808923cffff82,Orthodox
Andre Galvao,,5,2,0,170.2,168.0,,"Sep 29, 1982",2.34,0.52,1.56,0.58,2.02,0.27,0.0,2.8,http://www.ufcstats.com/fighter-details/45fe6765c56d8018,Orthodox
Andre Gusmao,,6,3,0,182.9,205.0,,"May 19, 1977",2.79,0.43,3.28,0.6,0.0,0.0,0.6,0.0,http://www.ufcstats.com/fighter-details/cc300e9aa3063431,Orthodox
Andre Pederneiras,,1,1,2,172.7,155.0,,"Mar 22, 1967",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/bba678d312590087,Orthodox
Andre Petroski,,13,6,0,182.9,185.0,185.4,"Jun 12, 1991",2.81,0.49,2.79,0.53,3.15,0.51,0.86,1.3,http://www.ufcstats.com/fighter-details/5f61780fe5e9b6d0,Switch
Andre Roberts,The Chief,14,2,1,188.0,345.0,,"Feb 24, 1965",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a54a35a670d8e852,Orthodox
Andre Santos,Chatuba,38,10,0,182.9,170.0,,,2.77,0.34,4.17,0.41,2.5,0.29,0.75,0.0,http://www.ufcstats.com/fighter-details/5b5b78116d1fc3eb,
Andre Soukhamthath,The Asian Sensation,13,8,0,175.3,135.0,177.8,"Oct 23, 1988",2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2,http://www.ufcstats.com/fighter-details/d0e50a3d1b250708,Orthodox
Andre Walker,,1,5,0,180.3,205.0,,"Nov 22, 1972",2.28,0.31,4.36,0.34,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/18944a1a6ac1becf,Southpaw
Andre Winner,,21,11,2,180.3,155.0,185.4,"Nov 09, 1981",2.52,0.33,4.57,0.51,0.0,0.0,0.74,0.0,http://www.ufcstats.com/fighter-details/b45d6b73f4ca4467,Orthodox
Andreas Gustafsson,Bane,12,3,0,185.4,170.0,185.4,"Feb 20, 1991",5.82,0.71,3.63,0.45,6.19,0.58,1.0,0.0,http://www.ufcstats.com/fighter-details/2caf993f53541fa1,Orthodox
Andreas Spang,Sweet Swede,9,3,0,185.4,185.0,,"Nov 07, 1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b9eb5b4ed07d1525,
Andreas Stahl,Real Steel,10,4,0,180.3,170.0,,"May 20, 1988",2.83,0.37,4.74,0.57,1.55,0.66,0.8,0.0,http://www.ufcstats.com/fighter-details/69a400af4420cd6a,Orthodox
Andrei Arlovski,The Pitbull,34,24,0,190.5,240.0,195.6,"Feb 04, 1979",3.82,0.45,3.22,0.57,0.37,0.35,0.76,0.2,http://www.ufcstats.com/fighter-details/3738e68d2261e60f,Orthodox
Andrei Semenov,,34,9,2,182.9,185.0,,"Jun 17, 1977",0.78,0.15,2.44,0.6,1.74,0.8,0.55,0.4,http://www.ufcstats.com/fighter-details/5f2f0da6fd6a84fd,Orthodox
Andrew Craig,Highlight,9,4,0,185.4,170.0,193.0,"Jan 15, 1986",2.39,0.4,3.01,0.5,0.53,0.37,0.72,0.0,http://www.ufcstats.com/fighter-details/8a70ceb3edbe757b,Orthodox
Andrew Holbrook,,12,3,0,180.3,155.0,177.8,"Feb 06, 1986",2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1,http://www.ufcstats.com/fighter-details/66ab58d0b3783607,Southpaw
Andrew Ramm,The,4,4,0,185.4,160.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/3b5f2faaa2f2c1f6,
Andrew Sanchez,El Dirte,13,7,0,185.4,185.0,188.0,"Apr 08, 1988",4.3,0.43,5.1,0.5,2.55,0.36,1.0,0.0,http://www.ufcstats.com/fighter-details/fccf811c1e8b01c7,Orthodox
Andrew Todhunter,The Sniper,8,0,0,182.9,185.0,,"Nov 30, 1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/274ca7b799b402cc,Switch
Andrew Valladerez,,5,7,0,,135.0,,"Jun 28, 1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2a898bf9fb7710b3,
Andrews Nakahara,,5,4,2,185.4,185.0,,"Mar 12, 1983",2.68,0.44,1.9,0.57,0.0,0.0,0.72,0.4,http://www.ufcstats.com/fighter-details/7a9ca95a92d7b64c,Orthodox
Andrey Pulyaev,,10,4,0,193.0,185.0,198.1,"Sep 10, 1997",3.84,0.56,3.14,0.55,0.29,0.16,0.64,0.0,http://www.ufcstats.com/fighter-details/22e07d3da1aa3475,Southpaw
Andy Anderson,The Hammer,0,1,0,167.6,240.0,,"Jul 16, 1974",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9199e0735b83dd32,
Andy Enz,Tank Mode,10,4,0,190.5,185.0,198.1,"Aug 15, 1991",3.51,0.23,5.32,0.57,0.0,0.0,0.58,0.0,http://www.ufcstats.com/fighter-details/993d385f5a475375,Orthodox
Andy Ogle,The Little Axe,9,6,0,172.7,145.0,175.3,"Feb 16, 1989",2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0,http://www.ufcstats.com/fighter-details/b6c4451cb13c9303,Orthodox
Andy Ologun,,3,1,0,182.9,154.0,,"Jun 12, 1983",2.36,0.57,0.32,0.85,0.68,1.0,0.8,0.0,http://www.ufcstats.com/fighter-details/e96d8538d3f9d0ed,Orthodox
Andy Uhrich,,11,6,0,182.9,170.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4a1a492f299581d9,
Andy Wang,,7,8,1,167.6,155.0,,"May 28, 1977",3.43,0.36,10.29,0.62,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/476414d2f18cd059,Orthodox
Andy Waters,,1,2,0,182.9,170.0,,"Feb 08, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/103e2e67919379c5,
Angad Bisht,,10,3,0,170.2,125.0,170.2,"Jun 05, 1995",3.91,0.51,4.56,0.33,2.41,0.37,1.0,0.0,http://www.ufcstats.com/fighter-details/7b4ae3fd439a05b6,Orthodox
Angel De Anda,The Dream,18,6,0,175.3,225.0,,"May 28, 1985",5.68,0.46,6.32,0.47,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4b450aa602611baa,Orthodox
Angel Pacheco,,7,3,0,172.7,135.0,177.8,"Jan 13, 1992",9.5,0.39,11.47,0.41,0.0,0.0,0.28,0.0,http://www.ufcstats.com/fighter-details/07797f10b9569cfc,Orthodox
Angela Hill,Overkill,18,16,0,160.0,115.0,162.6,"Jan 12, 1985",5.37,0.5,5.02,0.6,0.75,0.3,0.72,0.1,http://www.ufcstats.com/fighter-details/f0feeb2192937424,Orthodox
Angelo Antonio,,1,4,0,,205.0,,"Oct 04, 1998",1.09,0.5,7.64,0.5,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/dbd198f780286aca,Orthodox
Angelo Trevino,Baby Monsta,7,3,0,180.3,170.0,,"Jun 10, 1993",5.19,0.54,3.9,0.47,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/0cf9f5518d6063bb,Switch
Angga,The Hitman,13,3,0,170.2,145.0,172.7,"Jan 13, 1989",3.56,0.38,3.77,0.53,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/d6a3e131ad4ba064,Orthodox
Anna Elmose,Panda,3,2,0,160.0,115.0,,"Oct 06, 1984",3.68,0.49,4.64,0.56,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/1536a25e16fc299b,Orthodox
Ansar Chalangov,,14,5,0,175.3,170.0,,"Oct 30, 1979",0.68,0.66,1.69,0.54,0.0,0.0,0.0,7.6,http://www.ufcstats.com/fighter-details/7342fcc41a4817fa,Orthodox
Anshul Jubli,King of Lions,7,2,0,182.9,155.0,175.3,"Jan 13, 1995",6.42,0.46,5.72,0.5,0.81,0.18,0.63,0.4,http://www.ufcstats.com/fighter-details/a72a2a769fa5a2be,Switch
Ante Delija,Walking Trouble,26,7,0,190.5,239.0,198.1,"Aug 07, 1990",4.81,0.45,2.65,0.38,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7d8435c56043b0ae,Orthodox
Anthony Adams,Sugafoot,8,2,0,185.4,185.0,193.0,"Jan 13, 1988",3.17,0.41,5.93,0.44,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a77633a989013265,Orthodox
Anthony Alves,,1,4,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/bd92cf5da5413d2a,
Anthony Avila,,13,5,0,170.2,145.0,,"Dec 29, 1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/033d19259f589457,
Anthony Birchak,El Toro,16,8,0,172.7,135.0,175.3,"May 16, 1986",3.93,0.36,3.67,0.56,0.48,0.14,0.61,0.5,http://www.ufcstats.com/fighter-details/c5a126ace82a6025,Orthodox
Anthony Christodoulou,,12,7,0,175.3,155.0,,"Jul 30, 1987",2.19,0.26,5.9,0.45,0.0,0.0,0.4,0.0,http://www.ufcstats.com/fighter-details/4f11e9ce318ffbcb,Orthodox
Anthony Do,,4,2,0,162.6,125.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7c9aeba0c4d4bd78,
Anthony Drilich,,8,2,0,165.1,125.0,165.1,"Mar 17, 1994",5.8,0.31,5.07,0.4,0.0,0.0,0.55,0.0,http://www.ufcstats.com/fighter-details/c2c4052f58f54988,Southpaw
Anthony Figueroa,,11,8,1,162.6,135.0,,,2.37,0.48,3.77,0.49,0.0,0.0,0.58,0.0,http://www.ufcstats.com/fighter-details/daff32bc96d1eabf,Orthodox
Anthony Guarascio,The Daywalker,3,1,0,188.0,233.0,182.9,"Feb 26, 1994",7.5,0.28,41.25,0.35,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/dc052ab64be66e1d,Orthodox
Anthony Hamilton,Freight Train,15,9,0,195.6,260.0,193.0,"Apr 14, 1980",3.91,0.65,3.02,0.45,2.62,0.42,0.78,0.0,http://www.ufcstats.com/fighter-details/c727c7d31c50c4cf,Orthodox
Anthony Hernandez,Fluffy,15,2,0,182.9,185.0,190.5,"Oct 18, 1993",4.59,0.62,2.53,0.49,6.46,0.48,0.68,1.8,http://www.ufcstats.com/fighter-details/093e1f5bb73850be,Orthodox
Anthony Ivy,Aquaman,8,4,0,188.0,185.0,188.0,"Jan 23, 1990",2.5,0.42,4.57,0.51,4.69,0.2,1.0,0.0,http://www.ufcstats.com/fighter-details/3c5005b66696d790,Orthodox
Anthony Njokuani,The Assassin,16,12,0,185.4,155.0,190.5,"Mar 01, 1980",3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,http://www.ufcstats.com/fighter-details/6bf5a7d3e081ade2,Orthodox
Anthony Perosh,The Hippo,15,10,0,190.5,205.0,190.5,"Oct 05, 1972",2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1,http://www.ufcstats.com/fighter-details/4b4753d19489297f,Orthodox
Anthony Pettis,Showtime,24,10,0,177.8,155.0,182.9,"Jan 27, 1987",3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,http://www.ufcstats.com/fighter-details/cbb682f5fcc44bfc,Orthodox
Anthony Romero,The Genius,8,0,0,180.3,155.0,177.8,"Feb 25, 1997",5.87,0.52,4.0,0.65,2.0,0.22,1.0,0.0,http://www.ufcstats.com/fighter-details/6f81399074fcdbba,Orthodox
Anthony Ruiz,El Toro,33,22,0,188.0,205.0,,"Nov 03, 1977",2.56,0.64,1.67,0.28,1.43,0.31,0.21,0.0,http://www.ufcstats.com/fighter-details/657c21cb133f1445,Orthodox
Anthony Smith,Lionheart,38,22,0,193.0,205.0,193.0,"Jul 26, 1988",3.19,0.49,5.04,0.44,0.44,0.22,0.5,0.6,http://www.ufcstats.com/fighter-details/d4c9dcd330403612,Orthodox
Anthony Taylor,Pretty Boy,1,3,0,170.2,145.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/637a4d8825464c62,
Anthony Torres,The Crush,5,3,0,172.7,170.0,,"Jul 31, 1978",3.54,0.48,7.52,0.45,0.0,0.0,1.0,2.2,http://www.ufcstats.com/fighter-details/918d9d89d4d52acc,Orthodox
Anton Berzin,The Body Snatcher,5,1,0,188.0,205.0,,"Sep 29, 1989",4.4,0.46,6.8,0.67,2.0,0.28,0.0,1.0,http://www.ufcstats.com/fighter-details/8ba8e8d7eafa7267,Orthodox
Anton Turkalj,The Pleasure Man,8,4,0,193.0,205.0,198.1,"Jun 10, 1996",2.45,0.42,3.42,0.54,4.98,0.41,0.16,0.0,http://www.ufcstats.com/fighter-details/82529ce93cd9a2cf,Orthodox
Anton Zafir,The Professor,7,3,0,180.3,170.0,,"May 10, 1987",2.99,0.64,2.31,0.52,6.11,0.6,0.0,0.0,http://www.ufcstats.com/fighter-details/8c822811eedc11ad,Orthodox
Antoni Hardonk,,8,6,0,193.0,245.0,198.1,"Feb 05, 1976",3.4,0.61,3.07,0.46,0.0,0.0,0.4,0.9,http://www.ufcstats.com/fighter-details/69b69c0178c4004d,Orthodox
Antonina Shevchenko,La Pantera,10,4,0,172.7,125.0,170.2,"Nov 20, 1984",3.86,0.55,2.93,0.52,0.43,0.42,0.53,0.4,http://www.ufcstats.com/fighter-details/d7338bcb141abd2c,Southpaw
Antonio Arroyo,,9,5,0,190.5,185.0,185.4,"Jul 01, 1989",2.82,0.66,2.02,0.5,1.14,0.41,0.41,0.2,http://www.ufcstats.com/fighter-details/61fb8098ccf81c7f,Orthodox
Antonio Banuelos,,20,11,1,165.1,135.0,160.0,"Sep 23, 1979",2.69,0.33,3.15,0.58,1.62,0.62,0.86,0.4,http://www.ufcstats.com/fighter-details/9ddfb3369a3b0394,Orthodox
Antonio Braga Neto,,9,3,0,190.5,185.0,195.6,"Oct 29, 1987",1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,http://www.ufcstats.com/fighter-details/fae67903c4fe636b,Orthodox
Antonio Carlos Junior,Cara de Sapato,11,5,0,188.0,185.0,200.7,"Mar 16, 1990",1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8,http://www.ufcstats.com/fighter-details/52e76bb4b3e852f3,Orthodox
Antonio Carvalho,Pato,15,6,0,175.3,145.0,177.8,"May 30, 1979",3.03,0.29,3.62,0.64,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/fef3d17e27e916e7,Orthodox
Antonio Dos Santos,Junior Alpha,6,4,0,177.8,185.0,,"Jul 21, 1988",5.4,0.51,3.94,0.43,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/81b8b3fb019dc69d,Orthodox
Antonio Duarte,Tigre,19,7,0,170.2,135.0,,"Mar 10, 1987",4.55,0.4,4.18,0.57,0.0,0.0,0.6,0.0,http://www.ufcstats.com/fighter-details/29b5d32584e02d8d,
