Name,Nickname,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_cm,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL,Stance
Rico Altamirano,,4,3,0,177.8,170.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c61b49cec6abd6b9,
Pat Audinwood,Awesomely Awesome,11,2,1,182.9,155.0,,"Apr 16, 1986",1.17,0.12,4.31,0.41,0.8,0.5,0.0,0.0,http://www.ufcstats.com/fighter-details/196ed28337adc630,Orthodox
David Abbott,Tank,10,15,0,182.9,265.0,,"Apr 26, 1965",1.35,0.3,3.55,0.38,1.07,0.33,0.66,0.0,http://www.ufcstats.com/fighter-details/b361180739bed4b0,Switch
Sean Alvarez,,4,3,0,182.9,235.0,,"Jul 14, 1971",0.89,0.37,3.25,0.47,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e741536153227386,Orthodox
Lowell Anderson,,0,1,0,167.6,160.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/1ffc38f67785797b,Orthodox
Andrei Arlovski,The Pitbull,34,24,0,190.5,240.0,195.6,"Feb 04, 1979",3.82,0.45,3.22,0.57,0.37,0.35,0.76,0.2,http://www.ufcstats.com/fighter-details/3738e68d2261e60f,Orthodox
Askar Askar,AK-47,11,1,0,170.2,145.0,175.3,"Aug 19, 1994",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2abc414136504554,Orthodox
Kantharaj Agasa,Kannadiga,12,3,0,,135.0,,"Feb 16, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/26f4288e83188c61,
Yoshihiro Akiyama,,14,6,0,177.8,170.0,190.5,"Jul 29, 1975",3.1,0.41,3.62,0.57,2.29,0.67,0.92,1.0,http://www.ufcstats.com/fighter-details/b0550072e5f0afa7,Orthodox
Gilbert Aldana,El Peligro,6,2,0,185.4,250.0,,"Aug 25, 1977",2.91,0.54,6.26,0.26,2.57,0.4,0.33,0.0,http://www.ufcstats.com/fighter-details/d26934530dc5b248,Orthodox
Corey Anderson,Overtime,14,5,0,190.5,205.0,200.7,"Sep 22, 1989",4.43,0.46,2.22,0.59,4.89,0.5,0.83,0.0,http://www.ufcstats.com/fighter-details/5e4eec08896c9423,Orthodox
Chris Amarante,,2,0,0,,185.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ee0b69e307c857e5,
Jim Alers,The Beast,13,3,0,175.3,145.0,180.3,"Oct 14, 1986",2.9,0.4,4.38,0.56,2.26,0.41,0.8,0.3,http://www.ufcstats.com/fighter-details/fe5a9547479396ab,Orthodox
Cyborg Abreu,,0,0,0,,,,"Dec 20, 1980",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f689bd7bbd14b392,
Marcus Aurelio,Maximus,22,10,0,177.8,155.0,188.0,"Aug 18, 1973",1.42,0.33,2.27,0.59,1.69,0.27,0.27,1.3,http://www.ufcstats.com/fighter-details/04643fd03d9159cc,Orthodox
Magno Almeida,,10,3,0,182.9,155.0,,"Jun 06, 1985",1.67,0.36,2.6,0.41,0.0,0.0,0.4,5.0,http://www.ufcstats.com/fighter-details/d615d6a10a4704cd,
Ericka Almeida,,7,3,0,167.6,115.0,,"Mar 05, 1989",1.07,0.39,3.33,0.43,0.5,0.33,0.37,0.0,http://www.ufcstats.com/fighter-details/67a992d4cff22466,Orthodox
Sarah Alpar,Too Sweet,9,6,0,162.6,135.0,160.0,"Jun 01, 1991",2.36,0.44,6.06,0.38,1.61,0.26,0.2,0.4,http://www.ufcstats.com/fighter-details/49b130de1da2e1bf,Southpaw
Brett Albee,,3,2,0,,225.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9b28292abe3166d5,
Yoji Anjo,Mr. 200%,0,5,1,180.3,205.0,,"Mar 28, 1967",0.0,0.0,3.13,0.25,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e06fd1260ac865a7,Orthodox
Viviane Araujo,Vivi,13,7,0,162.6,125.0,172.7,"Nov 21, 1986",3.84,0.47,4.83,0.55,1.72,0.43,0.75,0.6,http://www.ufcstats.com/fighter-details/36541f1e6c5d4955,Orthodox
Gadzhimurad Antigulov,,20,8,0,180.3,205.0,177.8,"Feb 09, 1987",2.08,0.55,4.21,0.4,5.08,0.36,0.0,1.4,http://www.ufcstats.com/fighter-details/af997f7611673880,Orthodox
Hiroyuki Abe,Abe Ani,8,15,3,167.6,145.0,,"Feb 09, 1970",1.71,0.36,3.11,0.63,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/c0ed7b208197e8de,Orthodox
Mohamed Ado,,5,1,0,180.3,170.0,193.0,"May 03, 2000",1.66,0.83,0.33,0.75,4.97,0.5,0.5,5.0,http://www.ufcstats.com/fighter-details/7a846fcbf182a7c8,Switch
Christian Aguilera,The Beast,14,8,0,175.3,170.0,182.9,"Nov 25, 1991",2.54,0.37,4.04,0.48,0.0,0.0,0.6,0.0,http://www.ufcstats.com/fighter-details/ae071698e1a3ccd4,Switch
Agulali,,13,2,0,175.3,125.0,170.2,"Apr 07, 2005",2.74,0.6,2.19,0.59,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/b2efa582adf73604,Switch
Scott Askham,,14,4,0,190.5,185.0,190.5,"May 20, 1988",3.03,0.46,3.52,0.52,0.44,0.18,0.65,0.7,http://www.ufcstats.com/fighter-details/06827d70c53ff0d9,Southpaw
Jessica Aguilar,Jag,20,8,0,160.0,115.0,160.0,"May 08, 1982",4.93,0.5,7.19,0.53,0.94,0.25,0.5,0.2,http://www.ufcstats.com/fighter-details/8f382b3baa954d2a,Orthodox
Cesar Almeida,Cesinha,7,2,0,185.4,185.0,188.0,"Mar 28, 1988",3.46,0.58,2.03,0.46,0.0,0.0,0.52,0.2,http://www.ufcstats.com/fighter-details/64d47ef881a437a4,Orthodox
Steven Asplund,Concrete,7,1,0,195.6,261.0,198.1,"Jul 16, 1998",19.93,0.58,7.49,0.57,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/e56cee1ad697db04,Orthodox
Ashiek Ajim,Peak Physique,6,2,0,172.7,135.0,180.3,"Jun 19, 1994",5.0,0.4,11.25,0.25,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/49dea784f6cfed71,Switch
Javy Ayala,Eye Candy,10,5,0,185.4,265.0,,"Aug 20, 1988",0.83,0.25,5.0,0.33,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/26387c19f32dda0f,
Mahamed Aly,,4,1,0,188.0,205.0,198.1,"Jan 11, 1994",6.0,0.66,12.0,0.33,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/86c1441676af2c73,Orthodox
Askar Askarov,Bullet,14,1,1,167.6,125.0,170.2,"Oct 09, 1992",3.05,0.54,2.8,0.57,2.6,0.24,0.66,0.4,http://www.ufcstats.com/fighter-details/b1d19449397541dc,Orthodox
Razak Al-Hassan,,13,5,0,188.0,205.0,,"May 14, 1982",3.27,0.39,3.14,0.6,0.65,0.14,0.57,0.0,http://www.ufcstats.com/fighter-details/38b50fd1e1b5b656,Orthodox
Romie Aram,,7,1,0,177.8,170.0,,"Dec 02, 1977",1.8,0.35,2.83,0.5,2.5,0.62,0.83,0.0,http://www.ufcstats.com/fighter-details/73ef22f25d0f70e2,Orthodox
Veta Arteaga,,3,1,0,170.2,125.0,,,3.2,0.36,1.92,0.65,0.0,0.0,0.4,0.0,http://www.ufcstats.com/fighter-details/91e3388e69060e69,
Reza Arianto,The Crazy Lion,5,0,0,,155.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/90063913321e7670,
Daniel Acacio,,30,18,0,172.7,180.0,,"Dec 27, 1977",3.52,0.36,2.85,0.62,0.33,0.2,0.81,0.0,http://www.ufcstats.com/fighter-details/1c5879330d42255f,Orthodox
Blas Avena,The Disciple,8,7,0,182.9,170.0,188.0,"Jun 30, 1983",2.34,0.47,3.36,0.43,2.37,0.8,0.5,1.8,http://www.ufcstats.com/fighter-details/8753e125f4499816,Orthodox
Zarrukh Adashev,The Lion,4,4,0,165.1,125.0,165.1,"Jul 29, 1992",3.65,0.4,3.04,0.64,0.0,0.0,1.0,0.5,http://www.ufcstats.com/fighter-details/79cb2a690b9ba5e8,Southpaw
Bertrand Amoussou,,1,1,0,172.7,190.0,,"May 28, 1966",6.75,0.39,2.01,0.83,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/53adf5b845d91e4a,Orthodox
Juan Adams,The Kraken,5,3,0,195.6,265.0,203.2,"Jan 16, 1992",7.09,0.55,4.06,0.34,0.91,0.66,0.57,0.0,http://www.ufcstats.com/fighter-details/83b00f7597e5ac83,Orthodox
Herdem Alacabek,,5,1,0,188.0,205.0,190.5,"Jun 07, 1991",3.84,0.65,6.66,0.23,2.06,0.5,0.42,0.0,http://www.ufcstats.com/fighter-details/7578cc6bd750206b,Orthodox
Jimmy Ambriz,The Titan,17,21,1,188.0,315.0,,"Jan 26, 1970",0.83,0.29,3.76,0.4,3.13,0.57,1.0,0.8,http://www.ufcstats.com/fighter-details/c912f676692c353a,Southpaw
Tom Aspinall,,15,3,0,195.6,255.0,198.1,"Apr 11, 1993",7.63,0.67,3.62,0.56,2.62,0.8,1.0,1.3,http://www.ufcstats.com/fighter-details/399afbabc02376b5,Orthodox
Israel Albuquerque,,0,3,0,,185.0,,,0.32,0.13,3.34,0.25,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/dd1b90eea08887f6,Orthodox
Klidson Abreu,White Bear,15,4,0,182.9,205.0,188.0,"Dec 24, 1992",2.05,0.4,2.9,0.55,0.64,0.2,0.8,0.0,http://www.ufcstats.com/fighter-details/7279654c7674cd24,Orthodox
Abu Azaitar,Captain Morocco,14,4,1,175.3,185.0,193.0,"Mar 10, 1986",4.38,0.43,4.32,0.51,1.0,0.37,0.42,0.0,http://www.ufcstats.com/fighter-details/46d0a888d87d91ac,Orthodox
Luiz Azeredo,,15,10,0,175.3,154.0,,"Jun 10, 1976",2.16,0.39,2.76,0.57,1.07,0.5,0.45,0.3,http://www.ufcstats.com/fighter-details/063649e21bc9d6d5,Orthodox
Daichi Abe,,6,2,0,180.3,170.0,180.3,"Nov 27, 1991",3.8,0.33,4.49,0.56,0.33,0.5,0.0,0.0,http://www.ufcstats.com/fighter-details/5140122c3eecd307,Orthodox
Makwan Amirkhani,Mr. Finland,17,9,0,177.8,145.0,182.9,"Nov 08, 1988",1.33,0.44,2.98,0.46,3.96,0.43,0.35,1.1,http://www.ufcstats.com/fighter-details/87a1dc546b1c5caf,Southpaw
Lucas Almeida,,15,5,0,180.3,145.0,180.3,"Jan 31, 1991",4.94,0.39,5.36,0.44,0.0,0.0,0.53,0.0,http://www.ufcstats.com/fighter-details/710f0f8c5d5c9d41,Orthodox
Gilles Arsene,,1,1,0,175.3,190.0,,"Dec 23, 1970",0.06,0.1,2.45,0.32,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2dea80c069847321,Southpaw
Adlan Amagov,Borz,14,2,1,188.0,170.0,193.0,"Oct 30, 1986",3.29,0.47,0.82,0.78,5.84,0.56,1.0,0.0,http://www.ufcstats.com/fighter-details/1e327b281ef6a745,Orthodox
George Allen,,13,19,2,188.0,205.0,,"Jan 13, 1967",0.8,0.38,3.1,0.43,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/1e13936d708bcff7,Open Stance
Reese Andy,Riptide,7,3,0,182.9,205.0,,"Mar 31, 1973",2.87,0.5,3.5,0.58,0.67,0.2,0.4,0.0,http://www.ufcstats.com/fighter-details/46e2ca71fd5089cb,Orthodox
Azunna Anyanwu,Zulu,14,5,0,185.4,251.0,,"Aug 05, 1981",2.47,0.42,2.47,0.69,0.65,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/78d48d3874dacafd,Orthodox
Amir Albazi,The Prince,17,3,0,165.1,125.0,172.7,"Oct 27, 1993",2.47,0.33,3.88,0.59,1.18,0.25,0.62,0.4,http://www.ufcstats.com/fighter-details/6d35bf94f7d30241,Orthodox
Lucas Alexander,The Lion,8,5,0,180.3,145.0,185.4,"Jul 28, 1995",4.69,0.57,2.87,0.56,0.0,0.0,0.6,0.0,http://www.ufcstats.com/fighter-details/11583163f45c7b31,Orthodox
Sam Alvey,Smile'N,33,18,1,188.0,185.0,190.5,"May 06, 1986",3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,http://www.ufcstats.com/fighter-details/d156513a19acf856,Southpaw
Hyder Amil,The Hurricane,11,2,0,175.3,145.0,177.8,"May 28, 1990",5.81,0.52,3.95,0.51,0.56,0.18,0.65,0.8,http://www.ufcstats.com/fighter-details/41cc71cbf210e0fe,Switch
Jermaine Andre,,14,4,0,170.2,200.0,,"Jul 16, 1973",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9bad58fa651d6196,Orthodox
Angga,The Hitman,13,3,0,170.2,145.0,172.7,"Jan 13, 1989",3.56,0.38,3.77,0.53,0.0,0.0,0.33,0.0,http://www.ufcstats.com/fighter-details/d6a3e131ad4ba064,Orthodox
Austin Arnett,,16,6,0,182.9,145.0,182.9,"Oct 22, 1991",4.52,0.41,6.38,0.62,0.44,0.18,0.57,0.2,http://www.ufcstats.com/fighter-details/bf0e700106d00e55,Orthodox
Fellipe Andrew,,0,0,0,,,,"Oct 24, 1994",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7977fb0fd9c5955d,
Anthony Alves,,1,4,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/bd92cf5da5413d2a,
Michael Aswell Jr.,The Texas Kid,11,3,0,172.7,145.0,175.3,"Sep 27, 2000",9.56,0.45,7.79,0.54,0.0,0.0,0.57,0.0,http://www.ufcstats.com/fighter-details/01c9e4013afce141,Orthodox
Garrett Armfield,,10,5,0,167.6,135.0,177.8,"Oct 09, 1996",5.35,0.53,3.64,0.56,1.1,0.5,0.64,0.6,http://www.ufcstats.com/fighter-details/1effd880e1f1bb30,Orthodox
Hitomi Akano,Girlfight Monster,18,10,0,162.6,135.0,,"Jul 27, 1974",0.59,0.45,2.58,0.55,0.0,0.0,0.08,0.5,http://www.ufcstats.com/fighter-details/2eada40ac8801559,Southpaw
Ricardo Almeida,Big Dog,13,5,0,182.9,170.0,188.0,"Nov 29, 1976",2.02,0.49,1.2,0.61,3.74,0.38,0.31,1.2,http://www.ufcstats.com/fighter-details/91186547a7f3f758,Orthodox
Thomas Almeida,Thominhas,22,5,0,170.2,145.0,177.8,"Jul 31, 1991",4.84,0.43,4.93,0.61,0.17,0.14,0.75,0.0,http://www.ufcstats.com/fighter-details/2b074403b7c6cdb4,Southpaw
Pablo Alfonso,The Hurricane,9,7,0,172.7,145.0,,"May 09, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4b37a0bc2ab4cae1,
Hamid Amiri,The Storm,9,0,0,,145.0,,"Jun 15, 2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/6c40705cf6c0d7e2,
Kai Asakura,,21,6,0,172.7,125.0,175.3,"Oct 31, 1993",2.27,0.32,3.53,0.52,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/d33da8a3d82bdb62,Orthodox
David Avellan,,2,1,0,175.3,185.0,,"Jul 07, 1981",3.33,0.25,10.0,0.57,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/956dcac65e7b34d6,Orthodox
Sultan Aliev,,15,3,0,180.3,170.0,188.0,"Sep 17, 1984",1.41,0.45,2.2,0.56,1.76,0.38,1.0,0.0,http://www.ufcstats.com/fighter-details/e70de1859b7ee78e,Orthodox
Ikram Aliskerov,,17,2,0,182.9,185.0,193.0,"Dec 07, 1992",6.86,0.64,5.47,0.41,3.2,0.6,1.0,0.5,http://www.ufcstats.com/fighter-details/b07aed698fba8624,Southpaw
Maiara Amanajas dos Santos,,7,3,0,165.1,115.0,,"Jul 11, 1987",5.53,0.35,24.47,0.33,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/247fbbfafea60bb1,Southpaw
Dan Argueta,The Determined,9,3,0,170.2,135.0,172.7,"Aug 13, 1993",2.48,0.43,3.44,0.5,4.36,0.35,0.55,1.4,http://www.ufcstats.com/fighter-details/e4ba58725825412d,Southpaw
Asjabharan,,7,6,0,167.6,135.0,,"Jul 31, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/8be9deb7d6b36354,
Collin Anglin,,8,3,0,175.3,145.0,180.3,"Feb 20, 1993",4.59,0.48,5.54,0.51,2.28,0.66,1.0,0.0,http://www.ufcstats.com/fighter-details/047a91d3d9c79b05,Orthodox
Ibo Aslan,The Last Ottoman,14,4,0,190.5,205.0,195.6,"Apr 23, 1996",5.75,0.48,3.96,0.56,0.0,0.0,0.87,0.0,http://www.ufcstats.com/fighter-details/6e8f1bcdda94ff45,Orthodox
John Dave Almanza,The Striker,6,1,0,170.2,125.0,170.2,"Mar 22, 2004",1.92,0.41,5.75,0.27,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/088aa1b19b2dc14a,Southpaw
Jesus Aguilar,,12,3,0,162.6,125.0,157.5,"Mar 13, 1996",2.65,0.4,1.85,0.62,1.64,0.31,0.48,1.4,http://www.ufcstats.com/fighter-details/c051c2e12d692b8a,Orthodox
Cyril Asker,Silverback,9,4,0,182.9,247.0,188.0,"Dec 24, 1985",3.35,0.39,5.82,0.35,4.41,0.62,1.0,0.9,http://www.ufcstats.com/fighter-details/9be6020024133293,Orthodox
Christopher Alvidrez,The Newborn,7,1,0,182.9,170.0,188.0,"Dec 27, 1996",6.97,0.62,2.11,0.5,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/f4abf9aeda861283,Orthodox
Houston Alexander,The Assassin,17,15,1,182.9,205.0,182.9,"Mar 22, 1972",3.06,0.54,3.2,0.52,1.19,0.57,0.33,0.0,http://www.ufcstats.com/fighter-details/0541480fbf719d86,Orthodox
Nick Aguirre,Slick,7,2,0,175.3,135.0,188.0,"Jan 15, 1996",0.73,0.33,2.89,0.45,1.16,0.2,0.33,0.6,http://www.ufcstats.com/fighter-details/0978385b2bd9ef9b,Southpaw
Alex Andrade,El Toro,10,5,0,180.3,200.0,,"May 14, 1974",0.2,0.36,2.6,0.53,0.0,0.0,0.25,0.8,http://www.ufcstats.com/fighter-details/1562b12763cc8d67,Orthodox
Jose Augusto,Gugu,6,2,0,190.5,251.0,,"Mar 28, 1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4d3b08ab127c7585,
Anthony Adams,Sugafoot,8,2,0,185.4,185.0,193.0,"Jan 13, 1988",3.17,0.41,5.93,0.44,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a77633a989013265,Orthodox
Tristan Arenal,,7,4,0,,155.0,,"Mar 06, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/9c9455912d917e4e,
John Allan,,13,7,0,185.4,205.0,190.5,"Feb 22, 1993",3.56,0.42,5.74,0.52,1.4,0.71,0.5,0.8,http://www.ufcstats.com/fighter-details/6ebe96a116e79e52,Orthodox
Amilcar Alves,,15,12,0,182.9,170.0,,"Aug 08, 1988",0.5,0.46,2.02,0.3,0.0,0.0,0.53,0.0,http://www.ufcstats.com/fighter-details/dc5a6b2fdb27e7dc,Southpaw
Akbarh Arreola,El Caballero,23,11,1,177.8,155.0,180.3,"Jan 14, 1983",2.32,0.45,4.01,0.56,1.07,1.0,0.33,0.4,http://www.ufcstats.com/fighter-details/c136b2a8852da5bd,Southpaw
Levi Alford,,1,7,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/41b34b7f11f6d085,
Nurullo Aliev,Tajik Eagle,11,0,0,177.8,155.0,182.9,"Dec 08, 2000",2.72,0.44,1.63,0.58,2.12,0.43,0.8,0.3,http://www.ufcstats.com/fighter-details/ca28cdf526d6b6e9,Orthodox
Luciano Azevedo,,17,9,1,190.5,161.0,,"Jun 25, 1981",0.76,0.45,1.97,0.27,2.28,0.11,0.0,0.0,http://www.ufcstats.com/fighter-details/9bcfb40dbcd50568,Orthodox
Abdul-Kareem Al-Selwady,Pride of Palestine,15,4,0,172.7,155.0,175.3,"Apr 10, 1995",4.14,0.34,3.6,0.59,2.32,0.3,0.2,0.0,http://www.ufcstats.com/fighter-details/597499ac7a5aac62,Orthodox
Scott Adams,,8,1,0,182.9,225.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2620f3eb21c79614,Southpaw
Curtis Blaydes,Razor,19,5,0,193.0,265.0,203.2,"Feb 18, 1991",3.56,0.5,2.0,0.58,5.38,0.48,0.31,0.0,http://www.ufcstats.com/fighter-details/fa6796c55d6c5440,Orthodox
Galore Bofando,,5,3,0,180.3,170.0,182.9,"May 22, 1982",3.63,0.45,3.63,0.54,2.37,1.0,0.5,0.0,http://www.ufcstats.com/fighter-details/8a56ea383fd26e52,Switch
Bibulatov Magomed,Chaborz,14,2,0,165.1,125.0,165.1,"Aug 22, 1988",3.6,0.51,1.83,0.52,2.85,0.4,0.75,0.0,http://www.ufcstats.com/fighter-details/87f19d19f4cb73f8,Orthodox
Abdul Azeem Badakhshi,The Afghan Lion,13,3,0,,145.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/968764372c49eab6,
Rolando Bedoya,The Machine,14,5,0,180.3,155.0,188.0,"Jan 13, 1997",6.23,0.47,5.5,0.52,0.0,0.0,0.75,0.2,http://www.ufcstats.com/fighter-details/40a456a25d52ee65,Orthodox
Antwain Britt,The Juggernaut,11,6,0,185.4,205.0,195.6,"May 09, 1978",1.46,0.39,2.81,0.44,1.56,0.4,0.5,0.0,http://www.ufcstats.com/fighter-details/2833f50b20e96e52,
Brad Blackburn,Bad Brad,18,13,1,177.8,170.0,185.4,"May 25, 1977",4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7,http://www.ufcstats.com/fighter-details/7e69a4b0961aa555,Orthodox
Terrell Brown,,3,1,0,,185.0,,"Apr 13, 1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/85df85a4e276c90e,
Poliana Botelho,,8,5,0,172.7,125.0,170.2,"Dec 15, 1988",2.9,0.58,2.8,0.54,0.85,0.57,0.76,0.0,http://www.ufcstats.com/fighter-details/5c126c6aac3ef364,Orthodox
Diana Belbita,The Warrior Princess,15,10,0,170.2,125.0,172.7,"Jun 26, 1996",6.45,0.41,6.55,0.51,0.86,0.62,0.64,0.0,http://www.ufcstats.com/fighter-details/d7e40dca3ae125be,Orthodox
Farid Basharat,Ferocious,15,0,0,172.7,135.0,180.3,"Aug 02, 1997",4.25,0.52,2.89,0.62,3.34,0.44,0.54,0.3,http://www.ufcstats.com/fighter-details/a09ed60aa67a3f67,Orthodox
DeAnna Bennett,The Argentine Assassin,8,3,1,162.6,125.0,172.7,"Nov 18, 1984",3.13,0.58,3.27,0.58,0.0,0.0,0.0,1.0,http://www.ufcstats.com/fighter-details/404ecb2700844072,Orthodox
Jan Blachowicz,,29,11,2,188.0,205.0,198.1,"Feb 24, 1983",3.55,0.5,3.14,0.52,0.98,0.48,0.69,0.4,http://www.ufcstats.com/fighter-details/99df7d0a2a08a8a8,Orthodox
Roy Boughton,Black Dynamite,14,8,0,182.9,205.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2aaf0181432adf0b,
Mike Bencic,Batman,1,2,0,182.9,215.0,,"Jul 03, 1966",0.0,0.0,3.32,0.53,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a71feb7ea7592a71,Orthodox
Henry Briones,Bure,16,8,1,172.7,135.0,175.3,"Oct 22, 1980",3.47,0.42,4.68,0.53,0.0,0.0,0.52,0.6,http://www.ufcstats.com/fighter-details/01fcef7e3d051722,Orthodox
Mandy Bohm,Monster,8,2,0,170.2,125.0,180.3,"Jul 30, 1989",2.51,0.45,3.24,0.6,0.72,0.18,0.75,0.7,http://www.ufcstats.com/fighter-details/297a2b35444c245b,Orthodox
Shamar Bailey,,16,11,0,175.3,155.0,190.5,"Sep 22, 1982",1.56,0.2,3.91,0.69,1.5,0.33,0.37,0.0,http://www.ufcstats.com/fighter-details/e2b8186b618b00c4,Southpaw
Joey Beltran,The Mexicutioner,17,14,0,185.4,185.0,190.5,"Dec 08, 1981",4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0,http://www.ufcstats.com/fighter-details/46baf0f57edfa4df,Orthodox
Mike Breeden,Money,11,6,0,177.8,155.0,177.8,"Apr 21, 1989",5.75,0.45,7.28,0.42,0.98,0.3,0.67,0.0,http://www.ufcstats.com/fighter-details/d80ee110748171ac,Orthodox
Niklas Backstrom,,11,3,0,185.4,145.0,,"Aug 22, 1989",1.12,0.41,3.65,0.4,2.92,0.8,0.72,2.2,http://www.ufcstats.com/fighter-details/39cc64bf0a269db9,Orthodox
Salvador Becerra,,5,2,0,175.3,155.0,,,4.57,0.31,3.83,0.58,0.0,0.0,0.66,0.0,http://www.ufcstats.com/fighter-details/4fd76e7ba8313457,
Jason Blackford,,3,3,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/619d807fa54ae8f7,
Jules Bruchez,,1,2,0,182.9,205.0,,"Aug 16, 1977",0.69,0.5,5.52,0.46,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d1dcd4e96464a53d,Southpaw
Joanderson Brito,Tubarao,18,5,1,172.7,145.0,182.9,"Feb 11, 1995",2.43,0.51,2.32,0.44,3.38,0.67,0.47,1.1,http://www.ufcstats.com/fighter-details/791c8437b341fba5,Orthodox
Marcelo Brito,Jungle Boy,13,8,0,185.4,170.0,,"Nov 27, 1977",0.6,0.2,3.53,0.55,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/3a97fda0de6f1fa4,Orthodox
Tae Hyun Bang,Supernatural,18,10,0,175.3,155.0,180.3,"Apr 15, 1983",2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5,http://www.ufcstats.com/fighter-details/9a2d3567abc02e34,Switch
Erin Blanchfield,Cold Blooded,14,2,0,162.6,125.0,167.6,"May 04, 1999",5.24,0.44,4.25,0.58,1.96,0.34,0.78,0.9,http://www.ufcstats.com/fighter-details/669970f7feba8ecd,Orthodox
Marcus Buchecha,,5,2,1,188.0,255.0,195.6,"Jan 08, 1990",1.7,0.49,2.17,0.51,2.0,0.16,0.0,0.0,http://www.ufcstats.com/fighter-details/095854a135e6db55,Orthodox
Javid Basharat,The Snow Leopard,15,2,0,175.3,135.0,175.3,"Sep 07, 1995",5.18,0.54,2.75,0.63,1.83,0.4,0.83,0.1,http://www.ufcstats.com/fighter-details/bbab3baf66128ae2,Orthodox
